dependents:c5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 570,--,1.5791(***),--,-162.3210(****),--,--,-2.9985(),2.1780(**),2.0099(****),0.1019(****),-0.0906(**),-0.0579(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4285(****),True,False,0.18144908363023982,142341
Model 571,--,-0.3840(),--,-178.4053(****),--,--,-11.0989(*),0.7798(),1.1792(****),0.0647(***),-0.3103(****),-0.0952(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3937(****),False,True,0.15998356619492027,142341
Model 572,--,0.4064(),--,-183.7841(****),--,--,-12.2164(*),3.0030(****),1.5851(****),0.0253(),-0.1504(****),-0.0876(****),0.0303(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3807(****),True,True,0.12226341696113896,142341
Model 573,--,1.1687(**),--,--,-18.5499(**),-4.2558(*),4.6267(),--,1.7679(****),0.1784(****),-0.2401(****),-0.0585(****),0.0178(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4271(****),False,False,0.21434992870664527,142341
Model 574,--,1.7803(****),--,--,-24.3930(***),-1.8920(),-1.1197(),--,2.0114(****),0.1028(****),-0.0896(**),-0.0577(****),0.0231(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4231(****),True,False,0.18126641387564424,142341
Model 575,--,-0.3333(),--,--,-50.4251(****),3.1832(),-10.3900(),--,1.1825(****),0.0638(***),-0.3100(****),-0.0951(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3984(****),False,True,0.15997114035772264,142341
Model 576,--,0.7278(),--,--,-48.9249(****),3.5763(*),-6.9418(),--,1.5855(****),0.0262(),-0.1502(****),-0.0874(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3839(****),True,True,0.12220246114034417,142341
Model 577,--,1.4936(***),--,--,-14.5107(*),-2.7513(),--,-1.3530(*),1.7590(****),0.1764(****),-0.2368(****),-0.0583(****),0.0177(*),0.0022(****),0.0001(**),-0.0006(****),0.0017(****),0.4257(****),False,False,0.21562688275932995,143508
Model 578,--,1.5867(***),--,--,-28.3804(****),-2.7066(),--,1.9483(**),2.0091(****),0.0984(****),-0.0883(**),-0.0576(****),0.0230(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4252(****),True,False,0.18261597185037304,143508
Model 579,--,-0.3824(),--,--,-54.4330(****),2.3840(),--,0.2102(),1.1791(****),0.0609(***),-0.3074(****),-0.0950(****),0.0247(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3995(****),False,True,0.16025988310477812,143508
Model 580,--,0.4059(),--,--,-55.8467(****),1.7911(),--,2.5486(***),1.5850(****),0.0220(),-0.1488(****),-0.0875(****),0.0302(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3870(****),True,True,0.12275497605719088,143508
Model 581,--,1.3308(**),--,--,-18.8105(**),--,3.9307(),-1.8301(**),1.7622(****),0.1800(****),-0.2397(****),-0.0583(****),0.0178(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4268(****),False,False,0.21435771520862656,142341
Model 582,--,1.4909(***),--,--,-29.2310(****),--,-3.8320(),1.6425(*),2.0174(****),0.1012(****),-0.0895(**),-0.0575(****),0.0231(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4258(****),True,False,0.1812930591801396,142341
Model 583,--,-0.3197(),--,--,-48.4793(****),--,-9.0069(),0.5291(),1.1849(****),0.0636(***),-0.3100(****),-0.0952(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3978(****),False,True,0.15995383769628624,142341
Model 584,--,0.4781(),--,--,-52.0899(****),--,-8.5306(),2.8346(****),1.5902(****),0.0243(),-0.1503(****),-0.0876(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3861(****),True,True,0.12228268333711756,142341
Model 585,--,1.2496(**),--,--,--,-4.3017(*),0.5407(),-1.8132(**),1.7607(****),0.1781(****),-0.2390(****),-0.0581(****),0.0177(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4178(****),False,False,0.21434110908219628,142341
Model 586,--,1.3058(**),--,--,--,-4.0836(*),-9.4925(),1.4051(*),2.0079(****),0.0996(****),-0.0897(**),-0.0577(****),0.0231(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4117(****),True,False,0.1812090550685368,142341
Model 587,--,-0.7296(),--,--,--,0.0145(),-25.5483(****),-0.6318(),1.1955(****),0.0616(***),-0.3054(****),-0.0935(****),0.0244(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3744(****),False,True,0.15958041934508627,142341
Model 588,--,-0.0338(),--,--,--,-0.1183(),-21.6948(****),1.6481(*),1.5857(****),0.0230(),-0.1487(****),-0.0871(****),0.0302(***),0.0020(****),0.0000(),-0.0005(****),0.0004(*),0.3616(****),True,True,0.1218833290365735,142341
Model 589,--,--,-5.7661(****),-833.3875(****),184.5632(****),16.4380(****),--,--,1.6080(****),0.1819(****),-0.2502(****),-0.0663(****),0.0186(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4122(****),False,False,0.21662956198194017,142341
Model 590,--,--,-3.8825(****),-596.6569(****),116.7550(****),14.0652(****),--,--,1.9453(****),0.1040(****),-0.0930(***),-0.0608(****),0.0236(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4142(****),True,False,0.18227240616456963,142341
Model 591,--,--,-4.1474(****),-389.7517(****),42.6439(*),11.4886(****),--,--,1.1180(****),0.0721(****),-0.3139(****),-0.0986(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3918(****),False,True,0.16099569017746285,142341
Model 592,--,--,-2.5371(****),-278.4036(***),16.1723(),10.7212(****),--,--,1.5644(****),0.0294(),-0.1504(****),-0.0882(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3805(****),True,True,0.12259535969803048,142341
Model 593,--,--,-5.7420(****),-467.0754(****),111.2846(****),--,1.8633(),--,1.6391(****),0.1812(****),-0.2478(****),-0.0656(****),0.0184(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4124(****),False,False,0.21637143662442915,142341
Model 594,--,--,-3.7696(****),-288.5620(****),55.8930(****),--,-0.2933(),--,1.9591(****),0.1037(****),-0.0917(**),-0.0604(****),0.0236(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4143(****),True,False,0.18207479080973565,142341
Model 595,--,--,-4.1072(****),-135.0242(**),-4.3356(),--,-7.9912(),--,1.1368(****),0.0704(****),-0.3124(****),-0.0983(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3908(****),False,True,0.16087156486392473,142341
Model 596,--,--,-2.4336(****),-43.7296(),-29.2545(*),--,-3.1887(),--,1.5710(****),0.0285(),-0.1499(****),-0.0881(****),0.0306(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3801(****),True,True,0.12247289789891225,142341
Model 597,--,--,-5.7377(****),-466.2381(****),112.4451(****),--,--,-0.1634(),1.6397(****),0.1814(****),-0.2476(****),-0.0656(****),0.0184(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4120(****),False,False,0.2163711600129895,142341
Model 598,--,--,-3.8527(****),-316.5992(****),53.6242(***),--,--,2.9890(****),1.9612(****),0.1009(****),-0.0928(***),-0.0604(****),0.0236(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4175(****),True,False,0.18219276707979326,142341
Model 599,--,--,-4.1253(****),-138.7607(**),-9.0113(),--,--,0.6748(),1.1357(****),0.0700(****),-0.3128(****),-0.0985(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3922(****),False,True,0.16086557166757576,142341
Model 600,--,--,-2.5252(****),-71.8038(),-33.0757(*),--,--,3.2016(****),1.5746(****),0.0264(),-0.1504(****),-0.0884(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3838(****),True,True,0.12261518546236372,142341
Model 601,--,--,-5.6221(****),-113.9633(****),--,0.7099(),11.6307(*),--,1.6731(****),0.1832(****),-0.2462(****),-0.0647(****),0.0181(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4296(****),False,False,0.21604034325387766,142341
Model 602,--,--,-3.7790(****),-137.0098(****),--,4.1931(*),3.9814(),--,1.9762(****),0.1045(****),-0.0904(**),-0.0598(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4257(****),True,False,0.18201330620977885,142341
Model 603,--,--,-4.0626(****),-208.8392(****),--,8.4917(****),-11.1348(*),--,1.1294(****),0.0707(****),-0.3132(****),-0.0986(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3954(****),False,True,0.16098675602260404,142341
Model 604,--,--,-2.4931(****),-206.4876(****),--,9.6366(****),-8.1329(),--,1.5683(****),0.0289(),-0.1500(****),-0.0882(****),0.0306(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3821(****),True,True,0.12260389997685817,142341
Model 605,--,--,-5.5984(****),-97.8280(****),--,1.2842(),--,-0.2148(),1.6808(****),0.1841(****),-0.2452(****),-0.0645(****),0.0182(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4296(****),False,False,0.2160150707873797,142341
Model 606,--,--,-3.8427(****),-155.7846(****),--,2.7686(),--,2.9002(****),1.9792(****),0.1017(****),-0.0912(**),-0.0598(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4276(****),True,False,0.18211769341131712,142341
Model 607,--,--,-4.0926(****),-223.1155(****),--,7.9285(****),--,0.1867(),1.1267(****),0.0709(****),-0.3136(****),-0.0986(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3955(****),False,True,0.1609620960473488,142341
Model 608,--,--,-2.5797(****),-234.7484(****),--,7.9867(****),--,2.6447(****),1.5696(****),0.0274(),-0.1506(****),-0.0884(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3837(****),True,True,0.12268528249384236,142341
Model 609,--,--,-5.6198(****),-105.7738(****),--,--,12.2282(*),-0.3357(),1.6722(****),0.1834(****),-0.2461(****),-0.0647(****),0.0181(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4289(****),False,False,0.21604107901159686,142341
Model 610,--,--,-3.8318(****),-138.0652(****),--,--,0.5567(),3.0626(****),1.9779(****),0.1014(****),-0.0914(**),-0.0599(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4259(****),True,False,0.18210614014464455,142341
Model 611,--,--,-4.1229(****),-156.6475(****),--,--,-9.2328(),0.8150(),1.1378(****),0.0699(****),-0.3125(****),-0.0985(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3908(****),False,True,0.1608804079460633,142341
Model 612,--,--,-2.5332(****),-171.6663(****),--,--,-10.2622(),3.3615(****),1.5730(****),0.0267(),-0.1501(****),-0.0883(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3794(****),True,True,0.12260201880338395,142341
Model 613,--,--,-5.7330(****),--,-5.5921(),-3.6786(*),6.8674(),--,1.6799(****),0.1807(****),-0.2445(****),-0.0644(****),0.0179(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4201(****),False,False,0.21592913815849413,142341
Model 614,--,--,-3.8082(****),--,-16.0230(*),-0.0497(),2.4584(),--,1.9779(****),0.1031(****),-0.0900(**),-0.0597(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4192(****),True,False,0.18189255090618495,142341
Model 615,--,--,-4.0809(****),--,-42.4091(****),2.8542(),-9.1252(),--,1.1413(****),0.0690(****),-0.3120(****),-0.0983(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3941(****),False,True,0.1608471920350626,142341
Model 616,--,--,-2.4688(****),--,-44.0950(****),4.4424(**),-4.9294(),--,1.5730(****),0.0277(),-0.1497(****),-0.0881(****),0.0306(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3820(****),True,True,0.12251161911991437,142341
Model 617,--,--,-5.6059(****),--,-1.9338(),-1.9971(),--,-0.3079(),1.6818(****),0.1779(****),-0.2401(****),-0.0638(****),0.0177(*),0.0022(****),0.0001(**),-0.0007(****),0.0018(****),0.4198(****),False,False,0.21712269127855754,143508
Model 618,--,--,-3.7834(****),--,-20.9491(***),-1.0337(),--,2.9300(****),1.9792(****),0.0978(****),-0.0885(**),-0.0596(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4220(****),True,False,0.18325879577169268,143508
Model 619,--,--,-4.0619(****),--,-46.4046(****),2.3256(),--,0.3792(),1.1390(****),0.0657(***),-0.3092(****),-0.0982(****),0.0246(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3953(****),False,True,0.16113613682854877,143508
Model 620,--,--,-2.4978(****),--,-51.8109(****),2.5446(),--,2.9601(****),1.5731(****),0.0232(),-0.1484(****),-0.0882(****),0.0303(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3852(****),True,True,0.12308742526985184,143508
Model 621,--,--,-5.7184(****),--,-6.7568(),--,5.8260(),-1.0521(),1.6777(****),0.1817(****),-0.2441(****),-0.0641(****),0.0178(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4204(****),False,False,0.21591756484933755,142341
Model 622,--,--,-3.8747(****),--,-22.2449(***),--,-0.9657(),2.5145(***),1.9828(****),0.1007(****),-0.0905(**),-0.0596(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4222(****),True,False,0.18197513318535474,142341
Model 623,--,--,-4.0914(****),--,-40.8359(****),--,-7.9687(),0.5664(),1.1435(****),0.0687(****),-0.3121(****),-0.0985(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3936(****),False,True,0.160834597195483,142341
Model 624,--,--,-2.5095(****),--,-48.1140(****),--,-6.8852(),3.2121(****),1.5779(****),0.0257(),-0.1500(****),-0.0883(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3843(****),True,True,0.1226125408612122,142341
Model 625,--,--,-5.7423(****),--,--,-3.4523(*),6.0776(),-0.8394(),1.6766(****),0.1809(****),-0.2442(****),-0.0642(****),0.0178(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4174(****),False,False,0.215933790315743,142341
Model 626,--,--,-3.9103(****),--,--,-2.6481(),-5.7113(),2.2321(***),1.9748(****),0.0995(****),-0.0908(**),-0.0598(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4111(****),True,False,0.18192014029361303,142341
Model 627,--,--,-4.3365(****),--,--,0.0141(),-22.0626(****),-0.5200(),1.1496(****),0.0676(****),-0.3085(****),-0.0973(****),0.0243(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3735(****),False,True,0.16056926389590553,142341
Model 628,--,--,-2.6705(****),--,--,0.3793(),-19.8670(***),1.9019(**),1.5723(****),0.0249(),-0.1487(****),-0.0880(****),0.0303(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3610(****),True,True,0.12226602985036927,142341
Model 629,--,--,--,-866.1196(****),186.0321(****),17.7387(****),-12.4906(*),--,1.7039(****),0.1805(****),-0.2440(****),-0.0598(****),0.0187(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4185(****),False,False,0.2150177582924958,142341
Model 630,--,--,--,-615.2208(****),120.8526(****),14.0095(****),-11.7883(*),--,1.9884(****),0.1042(****),-0.0904(**),-0.0583(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4182(****),True,False,0.18154504335389487,142341
Model 631,--,--,--,-428.2999(****),49.4889(**),13.5571(****),-19.1506(***),--,1.1616(****),0.0668(****),-0.3115(****),-0.0955(****),0.0251(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3943(****),False,True,0.16015249564862222,142341
Model 632,--,--,--,-295.1762(***),20.6689(),11.0961(****),-12.1174(*),--,1.5790(****),0.0275(),-0.1502(****),-0.0874(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3819(****),True,True,0.12227787951152624,142341
Model 633,--,--,--,-834.7569(****),177.1593(****),17.4077(****),--,-1.6213(*),1.6949(****),0.1813(****),-0.2443(****),-0.0596(****),0.0187(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4184(****),False,False,0.21502555213515395,142341
Model 634,--,--,--,-553.1612(****),98.4616(****),10.8176(****),--,1.8236(**),1.9894(****),0.1020(****),-0.0915(**),-0.0583(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4211(****),True,False,0.1815625629511496,142341
Model 635,--,--,--,-363.5062(****),27.7399(),11.1177(****),--,-0.2203(),1.1602(****),0.0669(****),-0.3119(****),-0.0954(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3962(****),False,True,0.16008834803823302,142341
Model 636,--,--,--,-226.8792(**),-4.4282(),7.3630(**),--,2.4265(***),1.5827(****),0.0257(),-0.1507(****),-0.0875(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3855(****),True,True,0.12232861828011488,142341
Model 637,--,--,--,-458.9221(****),99.8779(****),--,1.2695(),-0.5461(),1.7303(****),0.1797(****),-0.2420(****),-0.0591(****),0.0184(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4194(****),False,False,0.21475175483157594,142341
Model 638,--,--,--,-329.2646(****),54.7651(***),--,-6.2282(),2.7155(****),2.0020(****),0.1012(****),-0.0905(**),-0.0580(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4216(****),True,False,0.1814600117341234,142341
Model 639,--,--,--,-126.8884(*),-16.5249(),--,-10.0364(),0.6381(),1.1799(****),0.0647(***),-0.3106(****),-0.0954(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3957(****),False,True,0.1599868645800978,142341
Model 640,--,--,--,-77.2231(),-32.0174(*),--,-8.9345(),3.1221(****),1.5888(****),0.0245(),-0.1502(****),-0.0875(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3853(****),True,True,0.12228907127648148,142341
Model 641,--,--,--,-147.8507(****),--,1.8740(),9.9613(),-0.7720(),1.7582(****),0.1819(****),-0.2407(****),-0.0584(****),0.0182(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4354(****),False,False,0.21448916071080038,142341
Model 642,--,--,--,-166.0966(****),--,2.2554(),-1.3818(),2.5577(***),2.0175(****),0.1020(****),-0.0892(**),-0.0575(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4314(****),True,False,0.18138239181862192,142341
Model 643,--,--,--,-240.0468(****),--,9.2436(****),-13.8356(*),0.1272(),1.1695(****),0.0657(***),-0.3114(****),-0.0955(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3986(****),False,True,0.16011258141424667,142341
Model 644,--,--,--,-232.9228(****),--,8.0168(****),-13.1124(*),2.6439(***),1.5852(****),0.0253(),-0.1503(****),-0.0876(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3855(****),True,True,0.12236341956418906,142341
Model 645,--,--,--,--,-14.1481(*),-3.0686(),6.4881(),-1.1054(),1.7682(****),0.1797(****),-0.2387(****),-0.0578(****),0.0179(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4267(****),False,False,0.21432610735876534,142341
Model 646,--,--,--,--,-24.4172(***),-2.4561(),-1.5049(),2.3657(***),2.0211(****),0.1009(****),-0.0887(**),-0.0573(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4261(****),True,False,0.1812386280321897,142341
Model 647,--,--,--,--,-51.3496(****),2.9400(),-10.7326(),0.1556(),1.1827(****),0.0638(***),-0.3102(****),-0.0953(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3984(****),False,True,0.15996802875047011,142341
Model 648,--,--,--,--,-52.4900(****),2.2417(),-8.9002(),2.7671(****),1.5908(****),0.0239(),-0.1500(****),-0.0875(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3867(****),True,True,0.12228570412107265,142341
Model 649,17.2535(****),1.7464(***),-6.2501(****),-422.5357(****),90.0270(****),--,--,--,1.5252(****),0.1719(****),-0.2558(****),-0.0755(****),0.0204(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4170(****),False,False,0.21893886080282532,142341
Model 650,14.9974(****),2.3077(****),-4.5709(****),-260.4906(****),33.1021(*),--,--,--,1.8667(****),0.0971(****),-0.0997(***),-0.0674(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4181(****),True,False,0.1843056581031789,142341
Model 651,10.6170(****),0.4668(),-4.4572(****),-131.3369(**),-11.4409(),--,--,--,1.1126(****),0.0719(****),-0.3132(****),-0.1012(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3963(****),False,True,0.16180656106528135,142341
Model 652,9.2477(****),1.3659(**),-3.0467(****),-46.9559(),-37.1058(**),--,--,--,1.5540(****),0.0306(),-0.1504(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3854(****),True,True,0.12333299162490774,142341
Model 653,17.6287(****),2.0727(****),-6.2216(****),-97.4665(****),--,-3.4793(),--,--,1.5546(****),0.1731(****),-0.2541(****),-0.0751(****),0.0201(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4280(****),False,False,0.2187296274608017,142341
Model 654,15.0943(****),2.4167(****),-4.5809(****),-149.5396(****),--,-0.1547(),--,--,1.8758(****),0.0974(****),-0.0989(***),-0.0672(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4231(****),True,False,0.18427306613453198,142341
Model 655,10.3722(****),0.3306(),-4.4175(****),-207.1676(****),--,5.1693(**),--,--,1.1074(****),0.0723(****),-0.3137(****),-0.1012(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3979(****),False,True,0.16184524600720285,142341
Model 656,8.9236(****),1.1308(*),-3.0491(****),-215.9681(****),--,6.5046(***),--,--,1.5503(****),0.0311(),-0.1505(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3843(****),True,True,0.12335992593684886,142341
Model 657,17.4875(****),1.9868(****),-6.1945(****),-126.0952(****),--,--,2.2139(),--,1.5535(****),0.1735(****),-0.2544(****),-0.0750(****),0.0201(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4303(****),False,False,0.21871264232151677,142341
Model 658,15.1680(****),2.4888(****),-4.5825(****),-142.1148(****),--,--,-7.5428(),--,1.8790(****),0.0977(****),-0.0984(***),-0.0671(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4233(****),True,False,0.18428400539366363,142341
Model 659,10.6750(****),0.5234(),-4.4644(****),-152.6244(****),--,--,-11.6782(*),--,1.1147(****),0.0719(****),-0.3128(****),-0.1012(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3944(****),False,True,0.16183052383132923,142341
Model 660,9.3307(****),1.3700(**),-3.0541(****),-156.8978(****),--,--,-11.6438(*),--,1.5519(****),0.0311(),-0.1501(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3804(****),True,True,0.12331763468225576,142341
Model 661,17.7353(****),2.3813(****),-6.2267(****),-99.3680(****),--,--,--,-2.3904(***),1.5456(****),0.1754(****),-0.2540(****),-0.0750(****),0.0202(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4280(****),False,False,0.21878369418659804,142341
Model 662,14.9869(****),2.2555(****),-4.5752(****),-161.7867(****),--,--,--,1.1072(),1.8781(****),0.0964(****),-0.0991(***),-0.0671(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4244(****),True,False,0.18428834907530312,142341
Model 663,10.6858(****),0.5241(),-4.4838(****),-164.0787(****),--,--,--,-0.5244(),1.1102(****),0.0726(****),-0.3131(****),-0.1011(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3943(****),False,True,0.16180641190881917,142341
Model 664,9.0038(****),0.9835(*),-3.0440(****),-190.5092(****),--,--,--,2.0766(**),1.5531(****),0.0297(),-0.1506(****),-0.0900(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3825(****),True,True,0.1233470549419583,142341
Model 665,17.4398(****),1.8719(****),-6.3227(****),--,-9.2364(),-7.4889(****),--,--,1.5529(****),0.1683(****),-0.2507(****),-0.0746(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4219(****),False,False,0.21989509254861994,143508
Model 666,15.0741(****),2.3598(****),-4.6241(****),--,-26.8284(****),-4.5097(**),--,--,1.8751(****),0.0943(****),-0.0969(***),-0.0669(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4208(****),True,False,0.18549596383309308,143508
Model 667,10.4280(****),0.3875(),-4.4706(****),--,-44.7678(****),-0.4995(),--,--,1.1164(****),0.0682(****),-0.3101(****),-0.1010(****),0.0258(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3985(****),False,True,0.1620775812382117,143508
Model 668,9.1017(****),1.2716(**),-3.0616(****),--,-49.6161(****),1.1270(),--,--,1.5522(****),0.0277(),-0.1487(****),-0.0898(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3865(****),True,True,0.12381891996505245,143508
Model 669,17.5558(****),1.7922(****),-6.2510(****),--,-16.3793(**),--,-3.3917(),--,1.5646(****),0.1716(****),-0.2523(****),-0.0744(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4247(****),False,False,0.21855683553566296,142341
Model 670,15.2034(****),2.3663(****),-4.6028(****),--,-27.5877(****),--,-8.5307(),--,1.8866(****),0.0968(****),-0.0975(***),-0.0668(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4220(****),True,False,0.1841695626892924,142341
Model 671,10.6754(****),0.5181(),-4.4336(****),--,-40.5732(****),--,-10.6161(),--,1.1208(****),0.0706(****),-0.3124(****),-0.1012(****),0.0259(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3974(****),False,True,0.1617891613188831,142341
Model 672,9.3153(****),1.4188(**),-3.0415(****),--,-45.5282(****),--,-8.4312(),--,1.5567(****),0.0301(),-0.1500(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3855(****),True,True,0.1233419338635876,142341
Model 673,17.4616(****),2.1441(****),-6.3270(****),--,-10.3355(),--,--,-3.1934(****),1.5421(****),0.1711(****),-0.2501(****),-0.0741(****),0.0197(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4215(****),False,False,0.21991109078033855,143508
Model 674,14.7614(****),2.1044(****),-4.6428(****),--,-32.2324(****),--,--,0.4630(),1.8808(****),0.0939(****),-0.0965(***),-0.0665(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4231(****),True,False,0.1854551273723677,143508
