dependents:c5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 116,--,--,--,-149.5942(****),--,--,-7.5243(),--,1.5805(****),0.0272(),-0.1500(****),-0.0873(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3777(****),True,True,0.12212329428920488,142341
Model 117,--,--,--,-121.5088(****),--,--,--,-0.4927(),1.7664(****),0.1820(****),-0.2398(****),-0.0583(****),0.0182(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4343(****),False,False,0.21446351874606318,142341
Model 118,--,--,--,-152.5645(****),--,--,--,2.6709(****),2.0158(****),0.1017(****),-0.0895(**),-0.0575(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4299(****),True,False,0.1813744910388685,142341
Model 119,--,--,--,-195.1779(****),--,--,--,0.4706(),1.1750(****),0.0653(***),-0.3109(****),-0.0953(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3936(****),False,True,0.15995285255470337,142341
Model 120,--,--,--,-192.6910(****),--,--,--,2.8933(****),1.5828(****),0.0255(),-0.1506(****),-0.0875(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3807(****),True,True,0.12222962759328904,142341
Model 121,--,--,--,--,-13.5376(*),-2.8769(),--,--,1.7699(****),0.1758(****),-0.2354(****),-0.0577(****),0.0177(*),0.0022(****),0.0001(**),-0.0006(****),0.0017(****),0.4273(****),False,False,0.21555460453621222,143508
Model 122,--,--,--,--,-18.5641(**),-0.1802(),--,--,2.0133(****),0.1005(****),-0.0859(**),-0.0573(****),0.0230(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4236(****),True,False,0.18246010491876452,143508
Model 123,--,--,--,--,-54.8631(****),2.3079(),--,--,1.1783(****),0.0612(***),-0.3076(****),-0.0951(****),0.0247(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3993(****),False,True,0.16025533786530155,143508
Model 124,--,--,--,--,-48.6018(****),3.9233(*),--,--,1.5812(****),0.0234(),-0.1483(****),-0.0873(****),0.0303(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3843(****),True,True,0.122651171551585,143508
Model 125,--,--,--,--,-19.8331(***),--,3.3892(),--,1.7740(****),0.1790(****),-0.2386(****),-0.0578(****),0.0178(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4289(****),False,False,0.21428281234111424,142341
Model 126,--,--,--,--,-20.6368(***),--,0.5711(),--,2.0179(****),0.1030(****),-0.0880(**),-0.0573(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4241(****),True,False,0.181167959429949,142341
Model 127,--,--,--,--,-47.9639(****),--,-8.7482(),--,1.1835(****),0.0641(***),-0.3101(****),-0.0952(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3973(****),False,True,0.15994823079004605,142341
Model 128,--,--,--,--,-43.6305(****),--,-4.2796(),--,1.5851(****),0.0263(),-0.1499(****),-0.0873(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3828(****),True,True,0.122150500741255,142341
Model 129,--,--,--,--,-14.0786(*),--,--,-1.0752(),1.7668(****),0.1767(****),-0.2350(****),-0.0574(****),0.0177(*),0.0022(****),0.0001(**),-0.0006(****),0.0017(****),0.4273(****),False,False,0.2155531043299258,143508
Model 130,--,--,--,--,-26.1613(****),--,--,2.2514(***),2.0168(****),0.0983(****),-0.0867(**),-0.0572(****),0.0230(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4266(****),True,False,0.18253139546311925,143508
Model 131,--,--,--,--,-52.7111(****),--,--,0.3248(),1.1802(****),0.0611(***),-0.3076(****),-0.0952(****),0.0247(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3987(****),False,True,0.16024438468855307,143508
Model 132,--,--,--,--,-53.3998(****),--,--,2.9144(****),1.5856(****),0.0217(),-0.1486(****),-0.0875(****),0.0302(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3867(****),True,True,0.12274089608014527,143508
Model 133,--,--,--,--,--,-4.9782(**),0.1169(),--,1.7719(****),0.1769(****),-0.2380(****),-0.0578(****),0.0177(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4193(****),False,False,0.2142723614527865,142341
Model 134,--,--,--,--,--,-2.1507(),-4.6664(),--,2.0115(****),0.1016(****),-0.0883(**),-0.0574(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4139(****),True,False,0.18111442032156766,142341
Model 135,--,--,--,--,--,-0.8934(),-27.3335(****),--,1.1975(****),0.0612(***),-0.3057(****),-0.0939(****),0.0243(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3734(****),False,True,0.15955359439890537,142341
Model 136,--,--,--,--,--,1.0844(),-19.2523(***),--,1.5830(****),0.0243(),-0.1487(****),-0.0871(****),0.0302(***),0.0020(****),0.0000(),-0.0004(****),0.0004(*),0.3615(****),True,True,0.12184653710626137,142341
Model 137,--,--,--,--,--,-3.2390(*),--,-1.1309(),1.7639(****),0.1751(****),-0.2347(****),-0.0574(****),0.0176(*),0.0022(****),0.0001(**),-0.0006(****),0.0017(****),0.4201(****),False,False,0.21554060863000468,143508
Model 138,--,--,--,--,--,-3.3711(*),--,1.7969(**),2.0048(****),0.0967(****),-0.0873(**),-0.0575(****),0.0230(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4129(****),True,False,0.1824497723215046,143508
Model 139,--,--,--,--,--,-2.2461(),--,-1.3407(*),1.1884(****),0.0595(***),-0.3030(****),-0.0931(****),0.0240(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3707(****),False,True,0.15973069686912844,143508
Model 140,--,--,--,--,--,-1.0970(),--,1.1677(),1.5769(****),0.0211(),-0.1478(****),-0.0870(****),0.0300(***),0.0020(****),0.0000(),-0.0004(****),0.0004(*),0.3591(****),True,True,0.12226846914338763,143508
Model 141,--,--,--,--,--,--,-1.0773(),-1.8270(**),1.7671(****),0.1786(****),-0.2375(****),-0.0574(****),0.0177(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4190(****),False,False,0.21426797653009577,142341
Model 142,--,--,--,--,--,--,-9.4510(),1.4409(*),2.0151(****),0.0998(****),-0.0883(**),-0.0573(****),0.0231(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4136(****),True,False,0.18113366277601683,142341
Model 143,--,--,--,--,--,--,-26.3909(****),-0.9052(),1.1947(****),0.0620(***),-0.3058(****),-0.0937(****),0.0243(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3735(****),False,True,0.15956436850657962,142341
Model 144,--,--,--,--,--,--,-21.8067(****),1.6218(*),1.5857(****),0.0230(),-0.1487(****),-0.0871(****),0.0302(***),0.0020(****),0.0000(),-0.0005(****),0.0004(*),0.3616(****),True,True,0.12188325427433411,142341
Model 145,16.9747(****),1.2529(**),-6.3720(****),--,--,--,--,--,1.5534(****),0.1661(****),-0.2493(****),-0.0737(****),0.0195(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4147(****),False,False,0.21971476637226106,143508
Model 146,14.5865(****),1.5972(***),-4.6628(****),--,--,--,--,--,1.8698(****),0.0916(****),-0.0967(***),-0.0666(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4061(****),True,False,0.18529680263574544,143508
Model 147,10.3779(****),-0.3933(),-4.7116(****),--,--,--,--,--,1.1243(****),0.0653(***),-0.3057(****),-0.0994(****),0.0251(**),0.0023(****),0.0000(),-0.0010(****),0.0016(****),0.3742(****),False,True,0.1616645435456301,143508
Model 148,8.9435(****),0.4530(),-3.1326(****),--,--,--,--,--,1.5470(****),0.0257(),-0.1476(****),-0.0894(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3617(****),True,True,0.12340506049590982,143508
Model 149,17.5651(****),0.0647(),--,-143.5693(****),--,--,--,--,1.6593(****),0.1720(****),-0.2463(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4377(****),False,False,0.216928267824812,142341
Model 150,14.9489(****),0.8411(*),--,-154.8180(****),--,--,--,--,1.9291(****),0.0977(****),-0.0952(***),-0.0639(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4293(****),True,False,0.18330348171510014,142341
Model 151,10.2845(****),-1.0029(*),--,-186.2653(****),--,--,--,--,1.1575(****),0.0662(***),-0.3102(****),-0.0971(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3982(****),False,True,0.1608094206372852,142341
Model 152,8.8845(****),0.1822(),--,-173.1389(****),--,--,--,--,1.5665(****),0.0286(),-0.1502(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3826(****),True,True,0.12282821083474327,142341
Model 153,16.9820(****),-0.4411(),--,--,-24.6877(****),--,--,--,1.6651(****),0.1674(****),-0.2423(****),-0.0660(****),0.0198(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4336(****),False,False,0.21793277269936606,143508
Model 154,14.5540(****),0.5172(),--,--,-31.9112(****),--,--,--,1.9336(****),0.0946(****),-0.0927(***),-0.0632(****),0.0243(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4287(****),True,False,0.18445364514498297,143508
Model 155,9.9646(****),-1.0969(*),--,--,-51.3541(****),--,--,--,1.1627(****),0.0622(***),-0.3073(****),-0.0969(****),0.0259(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4032(****),False,True,0.1610862301771866,143508
Model 156,8.7591(****),0.2037(),--,--,-49.8129(****),--,--,--,1.5689(****),0.0252(),-0.1485(****),-0.0886(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3887(****),True,True,0.12335304784534085,143508
Model 157,17.3472(****),-0.4187(),--,--,--,-8.5514(****),--,--,1.6588(****),0.1647(****),-0.2420(****),-0.0662(****),0.0198(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4219(****),False,False,0.2179915960895118,143508
Model 158,14.7457(****),0.3145(),--,--,--,-6.7246(****),--,--,1.9189(****),0.0924(****),-0.0937(***),-0.0637(****),0.0243(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4127(****),True,False,0.18439273581162452,143508
Model 159,10.2248(****),-1.7702(****),--,--,--,-4.7839(**),--,--,1.1752(****),0.0594(***),-0.3026(****),-0.0952(****),0.0254(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3770(****),False,True,0.16061319298125032,143508
Model 160,8.6804(****),-0.5705(),--,--,--,-2.3642(),--,--,1.5639(****),0.0233(),-0.1474(****),-0.0882(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(*),0.3640(****),True,True,0.12293373179801781,143508
Model 161,17.6146(****),-0.4587(),--,--,--,--,-11.6050(*),--,1.6731(****),0.1675(****),-0.2426(****),-0.0660(****),0.0197(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4217(****),False,False,0.21666018143778687,142341
Model 162,14.9848(****),0.3898(),--,--,--,--,-16.8040(**),--,1.9348(****),0.0950(****),-0.0935(***),-0.0635(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4144(****),True,False,0.18307677898532904,142341
Model 163,10.4392(****),-1.4836(***),--,--,--,--,-28.4034(****),--,1.1802(****),0.0616(***),-0.3049(****),-0.0958(****),0.0256(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3795(****),False,True,0.16045589989513764,142341
Model 164,8.9384(****),-0.2854(),--,--,--,--,-22.3633(****),--,1.5716(****),0.0253(),-0.1482(****),-0.0884(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3662(****),True,True,0.12255137626284429,142341
Model 165,17.3518(****),-0.1572(),--,--,--,--,--,-3.5434(****),1.6468(****),0.1675(****),-0.2412(****),-0.0657(****),0.0197(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4207(****),False,False,0.21799732563430296,143508
Model 166,14.3873(****),0.0189(),--,--,--,--,--,-0.5121(),1.9229(****),0.0924(****),-0.0930(***),-0.0633(****),0.0242(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4119(****),True,False,0.1842929921109392,143508
Model 167,10.2829(****),-1.5910(***),--,--,--,--,--,-2.1946(***),1.1682(****),0.0609(***),-0.3024(****),-0.0947(****),0.0254(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3765(****),False,True,0.16062761269564718,143508
Model 168,8.4594(****),-0.7738(),--,--,--,--,--,0.3090(),1.5648(****),0.0226(),-0.1473(****),-0.0882(****),0.0306(***),0.0020(****),0.0000(),-0.0004(****),0.0004(*),0.3635(****),True,True,0.12292132042456694,143508
Model 169,18.0168(****),--,-5.8241(****),-105.4011(****),--,--,--,--,1.5677(****),0.1740(****),-0.2518(****),-0.0738(****),0.0203(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4319(****),False,False,0.21860141403695643,142341
Model 170,15.6331(****),--,-4.0623(****),-124.4651(****),--,--,--,--,1.8889(****),0.0978(****),-0.0965(***),-0.0665(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4254(****),True,False,0.18410451385935456,142341
Model 171,10.7128(****),--,-4.3884(****),-165.6256(****),--,--,--,--,1.1125(****),0.0719(****),-0.3128(****),-0.1010(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3950(****),False,True,0.16179698459269898,142341
Model 172,9.4641(****),--,-2.7777(****),-156.5541(****),--,--,--,--,1.5521(****),0.0305(),-0.1499(****),-0.0897(****),0.0312(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3811(****),True,True,0.12323971163478797,142341
Model 173,17.5619(****),--,-5.9875(****),--,-13.8216(**),--,--,--,1.5662(****),0.1689(****),-0.2482(****),-0.0731(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4257(****),False,False,0.2197062087685735,143508
Model 174,15.4152(****),--,-4.1496(****),--,-23.6477(****),--,--,--,1.8891(****),0.0945(****),-0.0943(***),-0.0661(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4233(****),True,False,0.18531323257696453,143508
Model 175,10.5007(****),--,-4.3940(****),--,-44.4602(****),--,--,--,1.1172(****),0.0679(****),-0.3098(****),-0.1008(****),0.0258(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3988(****),False,True,0.1620729438181645,143508
Model 176,9.4945(****),--,-2.7546(****),--,-44.2844(****),--,--,--,1.5539(****),0.0271(),-0.1481(****),-0.0896(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3864(****),True,True,0.12376120711703198,143508
Model 177,17.9570(****),--,-5.9974(****),--,--,-7.1178(****),--,--,1.5622(****),0.1678(****),-0.2482(****),-0.0734(****),0.0199(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4200(****),False,False,0.21979407240138238,143508
Model 178,15.4920(****),--,-4.1824(****),--,--,-4.7918(**),--,--,1.8775(****),0.0928(****),-0.0952(***),-0.0664(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4111(****),True,False,0.1852717864479574,143508
Model 179,10.6633(****),--,-4.7359(****),--,--,-4.8966(***),--,--,1.1246(****),0.0661(****),-0.3063(****),-0.0997(****),0.0252(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3754(****),False,True,0.16172403143224368,143508
Model 180,9.2249(****),--,-2.9883(****),--,--,-1.7863(),--,--,1.5478(****),0.0257(),-0.1475(****),-0.0893(****),0.0308(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3631(****),True,True,0.12340648895777051,143508
Model 181,17.9364(****),--,-6.0006(****),--,--,--,-6.7664(),--,1.5728(****),0.1704(****),-0.2497(****),-0.0733(****),0.0199(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4190(****),False,False,0.21844520519416932,142341
Model 182,15.5595(****),--,-4.1748(****),--,--,--,-12.5043(*),--,1.8906(****),0.0954(****),-0.0955(***),-0.0663(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4123(****),True,False,0.1839442744822013,142341
Model 183,10.7803(****),--,-4.6013(****),--,--,--,-25.9418(****),--,1.1306(****),0.0682(****),-0.3085(****),-0.1001(****),0.0255(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3778(****),False,True,0.1615156535101886,142341
Model 184,9.4317(****),--,-2.9022(****),--,--,--,-20.2000(****),--,1.5557(****),0.0277(),-0.1483(****),-0.0895(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3655(****),True,True,0.12300035917759233,142341
Model 185,17.9831(****),--,-5.9704(****),--,--,--,--,-2.6946(****),1.5543(****),0.1700(****),-0.2474(****),-0.0729(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4193(****),False,False,0.21978244214154008,143508
Model 186,15.0510(****),--,-4.2846(****),--,--,--,--,0.2251(),1.8793(****),0.0920(****),-0.0951(***),-0.0662(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4097(****),True,False,0.1852176555674495,143508
Model 187,10.7794(****),--,-4.7052(****),--,--,--,--,-2.2451(***),1.1177(****),0.0676(****),-0.3060(****),-0.0992(****),0.0253(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3752(****),False,True,0.161743592668386,143508
Model 188,8.9701(****),--,-3.0410(****),--,--,--,--,0.4577(),1.5484(****),0.0251(),-0.1475(****),-0.0893(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3623(****),True,True,0.12340162800302823,143508
Model 189,17.2829(****),--,--,-422.1308(****),83.0634(****),--,--,--,1.6322(****),0.1703(****),-0.2479(****),-0.0677(****),0.0205(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4254(****),False,False,0.21712353439493803,142341
Model 190,15.0273(****),--,--,-271.0732(****),37.6353(**),--,--,--,1.9206(****),0.0975(****),-0.0954(***),-0.0641(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4240(****),True,False,0.18332399577126812,142341
Model 191,10.0557(****),--,--,-114.5128(*),-24.3102(),--,--,--,1.1592(****),0.0661(***),-0.3109(****),-0.0976(****),0.0260(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4010(****),False,True,0.1607954466803726,142341
Model 192,8.9690(****),--,--,-43.7440(),-38.0525(**),--,--,--,1.5711(****),0.0278(),-0.1499(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3879(****),True,True,0.12287320883510389,142341
Model 193,17.6610(****),--,--,-128.4677(****),--,-1.9449(),--,--,1.6598(****),0.1717(****),-0.2462(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4365(****),False,False,0.21693378731384794,142341
Model 194,15.1587(****),--,--,-144.9685(****),--,0.0239(),--,--,1.9317(****),0.0978(****),-0.0945(***),-0.0638(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4299(****),True,False,0.18328138823025297,142341
Model 195,9.7182(****),--,--,-242.3495(****),--,6.2445(**),--,--,1.1512(****),0.0668(****),-0.3115(****),-0.0976(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4014(****),False,True,0.1608406169367006,142341
Model 196,8.5807(****),--,--,-219.9801(****),--,6.6829(***),--,--,1.5671(****),0.0284(),-0.1502(****),-0.0887(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3867(****),True,True,0.12290207435766043,142341
Model 197,17.5578(****),--,--,-146.8177(****),--,--,2.5086(),--,1.6580(****),0.1719(****),-0.2464(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4378(****),False,False,0.2169293599624832,142341
Model 198,15.2365(****),--,--,-137.4426(****),--,--,-5.8944(),--,1.9342(****),0.0980(****),-0.0940(***),-0.0637(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4300(****),True,False,0.1832881963187012,142341
Model 199,10.1286(****),--,--,-175.6203(****),--,--,-13.4659(*),--,1.1605(****),0.0662(***),-0.3103(****),-0.0975(****),0.0261(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3973(****),False,True,0.16081520569653363,142341
Model 200,9.0503(****),--,--,-156.8516(****),--,--,-11.6373(*),--,1.5689(****),0.0283(),-0.1497(****),-0.0887(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3827(****),True,True,0.12285555648168034,142341
Model 201,17.8523(****),--,--,-120.8475(****),--,--,--,-1.9558(**),1.6535(****),0.1735(****),-0.2458(****),-0.0670(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4361(****),False,False,0.21697897067800842,142341
Model 202,14.9792(****),--,--,-161.5036(****),--,--,--,1.4222(*),1.9338(****),0.0965(****),-0.0949(***),-0.0637(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4313(****),True,False,0.1833079266816332,142341
Model 203,10.1206(****),--,--,-190.0998(****),--,--,--,-0.5029(),1.1558(****),0.0669(****),-0.3107(****),-0.0973(****),0.0261(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3973(****),False,True,0.16078152081624986,142341
Model 204,8.6299(****),--,--,-195.5336(****),--,--,--,2.1313(**),1.5699(****),0.0271(),-0.1503(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3847(****),True,True,0.12289049839497213,142341
Model 205,17.2798(****),--,--,--,-16.7713(**),-7.0974(****),--,--,1.6610(****),0.1669(****),-0.2429(****),-0.0666(****),0.0200(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4306(****),False,False,0.21803496547770984,143508
Model 206,15.0300(****),--,--,--,-25.0774(****),-4.4814(**),--,--,1.9304(****),0.0947(****),-0.0926(***),-0.0635(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4271(****),True,False,0.1844893323175526,143508
Model 207,9.6360(****),--,--,--,-54.1284(****),-0.3680(),--,--,1.1623(****),0.0626(***),-0.3081(****),-0.0973(****),0.0258(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4029(****),False,True,0.16104783609054074,143508
