dependents:d5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 117,--,--,--,-0.0349(),--,--,--,-0.0280(****),-0.0009(****),0.0001(****),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.007548978551398133,142341
Model 118,--,--,--,-0.6058(****),--,--,--,-0.0296(****),-0.0006(**),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.010979184626287664,142341
Model 119,--,--,--,-0.0081(),--,--,--,-0.0259(****),-0.0005(**),0.0002(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.005601922306110785,142341
Model 120,--,--,--,-0.6255(****),--,--,--,-0.0264(****),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,True,0.008288548446793609,142341
Model 121,--,--,--,--,-0.0055(),-0.1541(****),--,--,-0.0010(****),0.0001(**),-0.0002(****),-0.0001(****),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.02108061051913379,143508
Model 122,--,--,--,--,-0.2014(****),-0.1806(****),--,--,-0.0006(**),0.0001(*),-0.0002(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.029877477452237677,143508
Model 123,--,--,--,--,0.0285(*),-0.1517(****),--,--,-0.0004(),0.0002(****),-0.0002(**),-0.0001(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.017609479272051698,143508
Model 124,--,--,--,--,-0.1849(****),-0.1775(****),--,--,-0.0003(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.025778690463755027,143508
Model 125,--,--,--,--,-0.1280(****),--,0.0363(***),--,-0.0008(****),0.0001(***),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.004114633894770625,142341
Model 126,--,--,--,--,-0.2552(****),--,-0.0170(),--,-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(**),True,False,0.007386136110542507,142341
Model 127,--,--,--,--,-0.1189(****),--,0.0618(****),--,-0.0005(*),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,True,0.0027969908905258745,142341
Model 128,--,--,--,--,-0.2567(****),--,0.0062(),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.00536826456839834,142341
Model 129,--,--,--,--,-0.0557(****),--,--,-0.0507(****),-0.0011(****),0.0002(****),-0.0002(***),-0.0001(***),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,False,0.017159432026421673,143508
Model 130,--,--,--,--,-0.2317(****),--,--,-0.0538(****),-0.0006(**),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.022146630224868957,143508
Model 131,--,--,--,--,-0.0317(**),--,--,-0.0479(****),-0.0006(**),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.012899646409545662,143508
Model 132,--,--,--,--,-0.2325(****),--,--,-0.0494(****),-0.0003(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.01685424197816998,143508
Model 133,--,--,--,--,--,-0.1042(****),0.0889(****),--,-0.0008(****),0.0001(**),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.01129565227783147,142341
Model 134,--,--,--,--,--,-0.1310(****),-0.0029(),--,-0.0006(**),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.01596948753498717,142341
Model 135,--,--,--,--,--,-0.1046(****),0.1216(****),--,-0.0005(*),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.01020775571174104,142341
Model 136,--,--,--,--,--,-0.1317(****),0.0238(*),--,-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.014115505371808279,142341
Model 137,--,--,--,--,--,-0.1214(****),--,-0.0346(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,False,0.025435462087742278,143508
Model 138,--,--,--,--,--,-0.1605(****),--,-0.0389(****),-0.0007(**),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.033307175445368764,143508
Model 139,--,--,--,--,--,-0.1194(****),--,-0.0313(****),-0.0005(*),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0000(****),False,True,0.02111552566776742,143508
Model 140,--,--,--,--,--,-0.1611(****),--,-0.0342(****),-0.0003(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.02828477371127447,143508
Model 141,--,--,--,--,--,--,0.0459(****),-0.0298(****),-0.0009(****),0.0001(****),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.007703194836430671,142341
Model 142,--,--,--,--,--,--,-0.0254(*),-0.0348(****),-0.0006(**),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,False,0.009717601477852389,142341
Model 143,--,--,--,--,--,--,0.0715(****),-0.0281(****),-0.0006(**),0.0002(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.0059815597990373615,142341
Model 144,--,--,--,--,--,--,-0.0093(),-0.0324(****),-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(**),-0.0000(),-0.0001(****),True,True,0.006891625061109741,142341
Model 145,-0.0898(****),-0.0558(****),-0.0074(****),--,--,--,--,--,-0.0002(),0.0002(****),-0.0001(*),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,False,0.06226163517199468,143508
Model 146,-0.0892(****),-0.0512(****),-0.0127(****),--,--,--,--,--,-0.0000(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.05960634121970321,143508
Model 147,-0.0933(****),-0.0541(****),-0.0061(****),--,--,--,--,--,-0.0004(),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.05689259541114666,143508
Model 148,-0.0917(****),-0.0494(****),-0.0118(****),--,--,--,--,--,-0.0002(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.05384664316533272,143508
Model 149,-0.0630(****),-0.0463(****),--,0.1718(****),--,--,--,--,-0.0002(),0.0002(****),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(**),False,False,0.04195206956953579,142341
Model 150,-0.0630(****),-0.0421(****),--,-0.3404(****),--,--,--,--,-0.0000(),0.0001(***),-0.0000(),0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.03997416724952929,142341
Model 151,-0.0671(****),-0.0450(****),--,0.1696(****),--,--,--,--,-0.0003(),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.03965590622023074,142341
Model 152,-0.0668(****),-0.0408(****),--,-0.3560(****),--,--,--,--,-0.0002(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.037288176696290365,142341
Model 153,-0.0901(****),-0.0590(****),--,--,0.0309(**),--,--,--,-0.0001(),0.0002(****),-0.0001(*),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,False,0.06164459929353061,143508
Model 154,-0.0890(****),-0.0534(****),--,--,-0.1282(****),--,--,--,0.0002(),0.0001(***),-0.0001(),0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(**),True,False,0.05845727913923415,143508
Model 155,-0.0939(****),-0.0567(****),--,--,0.0245(*),--,--,--,-0.0003(),0.0001(****),-0.0002(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.056466369075353406,143508
Model 156,-0.0927(****),-0.0511(****),--,--,-0.1445(****),--,--,--,-0.0001(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.05311949772499769,143508
Model 157,-0.0851(****),-0.0531(****),--,--,--,-0.0867(****),--,--,-0.0001(),0.0002(****),-0.0001(*),0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,False,0.06628067184377551,143508
Model 158,-0.0820(****),-0.0483(****),--,--,--,-0.1249(****),--,--,0.0000(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,False,0.06632727370757185,143508
Model 159,-0.0886(****),-0.0513(****),--,--,--,-0.0821(****),--,--,-0.0003(),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,True,0.06066908897892098,143508
Model 160,-0.0845(****),-0.0465(****),--,--,--,-0.1211(****),--,--,-0.0001(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.06036348954380888,143508
Model 161,-0.0639(****),-0.0473(****),--,--,--,--,0.1141(****),--,-0.0002(),0.0002(****),-0.0001(*),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,False,0.04282148045492029,142341
Model 162,-0.0639(****),-0.0443(****),--,--,--,--,0.0478(****),--,-0.0001(),0.0001(***),-0.0000(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.039685249893001706,142341
Model 163,-0.0677(****),-0.0459(****),--,--,--,--,0.1225(****),--,-0.0004(),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.04066615724634359,142341
Model 164,-0.0677(****),-0.0432(****),--,--,--,--,0.0549(****),--,-0.0002(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.03700124961783202,142341
Model 165,-0.0877(****),-0.0547(****),--,--,--,--,--,-0.0168(****),-0.0002(),0.0002(****),-0.0001(*),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.06265715649900161,143508
Model 166,-0.0862(****),-0.0503(****),--,--,--,--,--,-0.0268(****),0.0001(),0.0001(****),-0.0001(),0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.060227176922820314,143508
Model 167,-0.0917(****),-0.0534(****),--,--,--,--,--,-0.0134(****),-0.0003(),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.05709926796035969,143508
Model 168,-0.0897(****),-0.0492(****),--,--,--,--,--,-0.0233(****),-0.0001(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.05411714246946231,143508
Model 169,-0.0745(****),--,-0.0129(****),-0.2033(****),--,--,--,--,-0.0005(**),0.0002(****),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.022794496181976487,142341
Model 170,-0.0715(****),--,-0.0173(****),-0.7554(****),--,--,--,--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(),-0.0000(),-0.0000(****),True,False,0.0270760504319143,142341
Model 171,-0.0764(****),--,-0.0120(****),-0.1702(****),--,--,--,--,-0.0005(*),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.021424780154241208,142341
Model 172,-0.0728(****),--,-0.0166(****),-0.7446(****),--,--,--,--,-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.02511694523882191,142341
Model 173,-0.1079(****),--,-0.0185(****),--,-0.1180(****),--,--,--,-0.0006(*),0.0002(****),-0.0002(***),-0.0000(*),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.03883003602641355,143508
Model 174,-0.1017(****),--,-0.0237(****),--,-0.2918(****),--,--,--,-0.0002(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.04354563094573105,143508
Model 175,-0.1088(****),--,-0.0171(****),--,-0.1047(****),--,--,--,-0.0005(*),0.0002(****),-0.0002(***),-0.0000(**),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(*),-0.0001(****),False,True,0.03502836358145589,143508
Model 176,-0.1023(****),--,-0.0225(****),--,-0.2906(****),--,--,--,-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),-0.0000(),-0.0000(),-0.0000(),True,True,0.039255498436806535,143508
Model 177,-0.0997(****),--,-0.0177(****),--,--,-0.1225(****),--,--,-0.0006(**),0.0002(****),-0.0002(***),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.04787886248067186,143508
Model 178,-0.0927(****),--,-0.0222(****),--,--,-0.1572(****),--,--,-0.0004(),0.0001(**),-0.0001(*),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.054123109669139025,143508
Model 179,-0.0998(****),--,-0.0166(****),--,--,-0.1166(****),--,--,-0.0004(*),0.0002(****),-0.0002(***),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.04337769491566523,143508
Model 180,-0.0915(****),--,-0.0216(****),--,--,-0.1529(****),--,--,-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.0492408825612769,143508
Model 181,-0.0752(****),--,-0.0134(****),--,--,--,0.0283(**),--,-0.0006(**),0.0001(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.022640021102825925,142341
Model 182,-0.0725(****),--,-0.0181(****),--,--,--,-0.0395(****),--,-0.0004(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(),-0.0000(),-0.0001(****),True,False,0.02490343353845592,142341
Model 183,-0.0769(****),--,-0.0126(****),--,--,--,0.0508(****),--,-0.0005(*),0.0002(****),-0.0001(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.021474454446554492,142341
Model 184,-0.0739(****),--,-0.0175(****),--,--,--,-0.0206(*),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.022916704098062235,142341
Model 185,-0.1010(****),--,-0.0176(****),--,--,--,--,-0.0383(****),-0.0007(**),0.0002(****),-0.0002(***),-0.0000(),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.04414462009791398,143508
Model 186,-0.0961(****),--,-0.0228(****),--,--,--,--,-0.0458(****),-0.0004(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.047739896982641694,143508
Model 187,-0.1015(****),--,-0.0167(****),--,--,--,--,-0.0341(****),-0.0006(*),0.0002(****),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03920312510354873,143508
Model 188,-0.0964(****),--,-0.0222(****),--,--,--,--,-0.0414(****),-0.0003(),0.0002(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.04199691881879697,143508
Model 189,-0.0753(****),--,--,-0.0661(),-0.0655(*),--,--,--,-0.0003(),0.0002(****),-0.0001(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.019951874485064414,142341
Model 190,-0.0733(****),--,--,-0.5773(****),-0.0789(**),--,--,--,-0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),-0.0000(),True,False,0.022380237509819212,142341
Model 191,-0.0782(****),--,--,0.0154(),-0.0802(**),--,--,--,-0.0004(),0.0001(****),-0.0001(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.019003209591044845,142341
Model 192,-0.0759(****),--,--,-0.4665(****),-0.1090(****),--,--,--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.02086080132957513,142341
Model 193,-0.0712(****),--,--,0.5104(****),--,-0.1071(****),--,--,-0.0003(),0.0001(****),-0.0001(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.025954569346154366,142341
Model 194,-0.0687(****),--,--,0.0028(),--,-0.1156(****),--,--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),-0.0001(****),True,False,0.028944045931831308,142341
Model 195,-0.0730(****),--,--,0.5248(****),--,-0.1040(****),--,--,-0.0003(),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.02462584013006286,142341
Model 196,-0.0703(****),--,--,-0.0077(),--,-0.1124(****),--,--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.02702296517997449,142341
Model 197,-0.0760(****),--,--,-0.3687(****),--,--,0.0532(****),--,-0.0004(),0.0001(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.0201017459986923,142341
Model 198,-0.0736(****),--,--,-0.8516(****),--,--,0.0078(),--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),-0.0000(*),True,False,0.02232434385485904,142341
Model 199,-0.0788(****),--,--,-0.3607(****),--,--,0.0728(****),--,-0.0004(),0.0002(****),-0.0001(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.0192975396839703,142341
Model 200,-0.0763(****),--,--,-0.8614(****),--,--,0.0249(*),--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,True,0.020787341445721252,142341
Model 201,-0.0725(****),--,--,-0.0376(),--,--,--,-0.0220(****),-0.0004(*),0.0002(****),-0.0001(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.022184171306784406,142341
Model 202,-0.0705(****),--,--,-0.5637(****),--,--,--,-0.0237(****),-0.0002(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(*),-0.0000(),-0.0000(****),True,False,0.024668057027605883,142341
Model 203,-0.0751(****),--,--,-0.0458(),--,--,--,-0.0186(****),-0.0004(*),0.0002(****),-0.0001(**),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.020546123244368775,142341
Model 204,-0.0733(****),--,--,-0.6014(****),--,--,--,-0.0200(****),-0.0003(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.022395805860475626,142341
Model 205,-0.1020(****),--,--,--,0.0136(),-0.1292(****),--,--,-0.0003(),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.04375500258291709,143508
Model 206,-0.0949(****),--,--,--,-0.1603(****),-0.1534(****),--,--,-0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),-0.0000(***),True,False,0.04915505776345308,143508
Model 207,-0.1031(****),--,--,--,0.0206(),-0.1230(****),--,--,-0.0003(),0.0002(****),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.03976036472467892,143508
Model 208,-0.0959(****),--,--,--,-0.1652(****),-0.1474(****),--,--,-0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,True,0.04464090755283123,143508
Model 209,-0.0757(****),--,--,--,-0.1125(****),--,0.0626(****),--,-0.0003(),0.0002(****),-0.0001(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.02020178578287135,142341
Model 210,-0.0732(****),--,--,--,-0.2295(****),--,0.0212(*),--,-0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),0.0000(),True,False,0.022172515647368662,142341
Model 211,-0.0787(****),--,--,--,-0.1146(****),--,0.0830(****),--,-0.0004(),0.0001(****),-0.0001(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.01944577203640563,142341
Model 212,-0.0764(****),--,--,--,-0.2406(****),--,0.0401(***),--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.02080475689218564,142341
Model 213,-0.1029(****),--,--,--,-0.0372(**),--,--,-0.0396(****),-0.0004(),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(*),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.04012461002281609,143508
Model 214,-0.0983(****),--,--,--,-0.1928(****),--,--,-0.0429(****),-0.0001(),0.0002(****),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,False,0.042858003585350635,143508
Model 215,-0.1047(****),--,--,--,-0.0400(***),--,--,-0.0348(****),-0.0004(),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.03561651753129946,143508
Model 216,-0.1008(****),--,--,--,-0.2134(****),--,--,-0.0375(****),-0.0002(),0.0002(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,True,0.03774855325585402,143508
Model 217,-0.0724(****),--,--,--,--,-0.0932(****),0.1090(****),--,-0.0004(*),0.0001(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.025927386959972876,142341
Model 218,-0.0690(****),--,--,--,--,-0.1176(****),0.0311(**),--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),-0.0001(****),True,False,0.029006999065474326,142341
Model 219,-0.0742(****),--,--,--,--,-0.0911(****),0.1293(****),--,-0.0003(),0.0002(****),-0.0001(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.02487614034382879,142341
Model 220,-0.0707(****),--,--,--,--,-0.1161(****),0.0481(****),--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.027172699862594185,142341
