dependents:c2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 554,--,0.6458(****),--,-89.4893(****),22.7770(****),--,0.5639(),--,0.4739(****),0.0840(****),-0.0960(****),-0.0045(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0830(****),True,False,0.07618282327461523,159558
Model 555,--,0.7127(****),--,-104.6270(****),7.8071(),--,-2.3893(),--,0.1623(****),0.0864(****),-0.1700(****),-0.0147(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0735(****),False,True,0.05909588028069235,159558
Model 556,--,0.4757(**),--,-16.1230(),-0.8823(),--,0.8068(),--,0.3657(****),0.0655(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0740(****),True,True,0.04595677284124222,159558
Model 557,--,1.0578(****),--,-221.9277(****),43.3147(****),--,--,0.7304(**),0.3378(****),0.1199(****),-0.1502(****),-0.0043(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0815(****),False,False,0.09027773776284809,159558
Model 558,--,0.4687(**),--,-108.6903(****),22.5162(****),--,--,1.9975(****),0.4792(****),0.0822(****),-0.0965(****),-0.0043(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0852(****),True,False,0.07657206344902745,159558
Model 559,--,0.5565(***),--,-117.9115(****),6.4617(),--,--,1.4901(****),0.1649(****),0.0852(****),-0.1701(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0749(****),False,True,0.05932049339342704,159558
Model 560,--,0.2752(),--,-38.7665(*),-1.4489(),--,--,2.4875(****),0.3705(****),0.0637(****),-0.1105(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0766(****),True,True,0.0465693444093318,159558
Model 561,--,1.2503(****),--,-70.9371(****),--,-0.5861(),4.3905(*),--,0.3470(****),0.1210(****),-0.1496(****),-0.0040(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0866(****),False,False,0.08982588275622283,159558
Model 562,--,0.6858(****),--,-21.7611(*),--,1.0076(),2.4863(),--,0.4809(****),0.0842(****),-0.0955(****),-0.0043(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0869(****),True,False,0.07607895657753871,159558
Model 563,--,0.7020(****),--,-93.2330(****),--,2.1067(**),-2.4192(),--,0.1614(****),0.0863(****),-0.1702(****),-0.0148(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05913437819924028,159558
Model 564,--,0.4320(**),--,-37.2896(****),--,2.7858(****),0.0842(),--,0.3661(****),0.0655(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0755(****),True,True,0.04604776016869294,159558
Model 565,--,1.2127(****),--,-70.5692(****),--,-0.8084(),--,0.7492(**),0.3529(****),0.1207(****),-0.1493(****),-0.0040(),0.0005(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0871(****),False,False,0.08985479021482745,159558
Model 566,--,0.5383(***),--,-33.3505(***),--,0.0584(),--,2.0096(****),0.4864(****),0.0825(****),-0.0959(****),-0.0041(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0885(****),True,False,0.076453106925363,159558
Model 567,--,0.5608(***),--,-104.8384(****),--,1.3205(),--,1.4183(****),0.1644(****),0.0852(****),-0.1703(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.05933099315336865,159558
Model 568,--,0.2527(),--,-53.5279(****),--,1.5947(*),--,2.3912(****),0.3703(****),0.0638(****),-0.1105(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0772(****),True,True,0.046598022504923065,159558
Model 569,--,1.1841(****),--,-80.3233(****),--,--,3.5561(),0.6535(**),0.3502(****),0.1207(****),-0.1496(****),-0.0040(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0876(****),False,False,0.0898652960272569,159558
Model 570,--,0.5388(***),--,-33.0050(****),--,--,0.0178(),2.0128(****),0.4864(****),0.0825(****),-0.0959(****),-0.0041(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0885(****),True,False,0.07645306950639064,159558
Model 571,--,0.5885(****),--,-92.1650(****),--,--,-3.3108(),1.5378(****),0.1665(****),0.0850(****),-0.1701(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05932662738821615,159558
Model 572,--,0.2866(),--,-41.3395(****),--,--,-2.4972(),2.5320(****),0.3709(****),0.0637(****),-0.1104(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0764(****),True,True,0.04657756041787198,159558
Model 573,--,1.2312(****),--,--,-9.4731(****),-2.9593(****),3.3794(),--,0.3521(****),0.1202(****),-0.1488(****),-0.0038(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0839(****),False,False,0.08956075151030674,159558
Model 574,--,0.6426(****),--,--,0.4275(),0.1406(),1.3739(),--,0.4803(****),0.0838(****),-0.0954(****),-0.0043(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0846(****),True,False,0.0760474491044617,159558
Model 575,--,0.7332(****),--,--,-18.8051(****),-0.5199(),-1.5861(),--,0.1663(****),0.0855(****),-0.1696(****),-0.0147(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0751(****),False,True,0.05890741055795312,159558
Model 576,--,0.4296(**),--,--,-6.2229(**),1.7067(**),0.1725(),--,0.3666(****),0.0652(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0747(****),True,True,0.045996123672998546,159558
Model 577,--,1.2168(****),--,--,-9.4447(****),-2.9987(****),--,0.6559(**),0.3557(****),0.1183(****),-0.1474(****),-0.0038(),0.0004(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0844(****),False,False,0.09020819698255067,160738
Model 578,--,0.4964(***),--,--,-2.9551(),-1.0648(),--,1.8942(****),0.4848(****),0.0810(****),-0.0952(****),-0.0041(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0865(****),True,False,0.07693440570350896,160738
Model 579,--,0.6103(****),--,--,-21.8980(****),-1.4550(*),--,1.4295(****),0.1699(****),0.0829(****),-0.1685(****),-0.0150(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0763(****),False,True,0.05917300881615839,160738
Model 580,--,0.2543(),--,--,-10.9257(****),0.0776(),--,2.3680(****),0.3707(****),0.0623(****),-0.1098(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0770(****),True,True,0.04665111564412028,160738
Model 581,--,1.1482(****),--,--,-12.8002(****),--,1.3063(),0.3155(),0.3559(****),0.1202(****),-0.1484(****),-0.0037(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0853(****),False,False,0.08944169017612769,159558
Model 582,--,0.4977(***),--,--,-3.3536(),--,-0.9095(),1.8373(****),0.4870(****),0.0823(****),-0.0956(****),-0.0041(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0868(****),True,False,0.0763745878640596,159558
Model 583,--,0.5992(****),--,--,-22.1009(****),--,-3.2623(),1.3475(****),0.1698(****),0.0843(****),-0.1696(****),-0.0151(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.0590937998803307,159558
Model 584,--,0.2883(),--,--,-10.1999(****),--,-2.0394(),2.4619(****),0.3719(****),0.0634(****),-0.1103(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0769(****),True,True,0.04654920589953149,159558
Model 585,--,1.1010(****),--,--,--,-3.9647(****),-0.4536(),0.4109(),0.3541(****),0.1189(****),-0.1481(****),-0.0037(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0795(****),False,False,0.08946771424094557,159558
Model 586,--,0.4903(***),--,--,--,-1.1383(),-1.3031(),1.8736(****),0.4854(****),0.0821(****),-0.0957(****),-0.0042(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0852(****),True,False,0.07638033503688857,159558
Model 587,--,0.4716(**),--,--,--,-2.7096(****),-9.2097(****),1.0556(****),0.1744(****),0.0837(****),-0.1677(****),-0.0145(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0664(****),False,True,0.05857337833569887,159558
Model 588,--,0.1966(),--,--,--,-0.2008(),-4.7478(*),2.2258(****),0.3705(****),0.0632(****),-0.1100(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0723(****),True,True,0.04642963522697341,159558
Model 589,--,--,-1.4949(****),-360.9903(****),78.5207(****),6.5067(****),--,--,0.3061(****),0.1215(****),-0.1508(****),-0.0055(*),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0794(****),False,False,0.09112312297536396,159558
Model 590,--,--,-0.9777(****),-215.6391(****),51.3780(****),5.9597(****),--,--,0.4622(****),0.0841(****),-0.0960(****),-0.0050(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0821(****),True,False,0.07668522775265207,159558
Model 591,--,--,-1.0377(****),-215.2464(****),33.1073(****),4.8306(****),--,--,0.1465(****),0.0878(****),-0.1704(****),-0.0152(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0729(****),False,True,0.05958932364578795,159558
Model 592,--,--,-0.6518(****),-126.0026(****),23.8275(***),5.0791(****),--,--,0.3606(****),0.0660(****),-0.1100(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0736(****),True,True,0.04624416146992216,159558
Model 593,--,--,-1.4928(****),-219.1726(****),49.5600(****),--,2.0306(),--,0.3169(****),0.1212(****),-0.1499(****),-0.0053(*),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0797(****),False,False,0.0908225420997848,159558
Model 594,--,--,-0.9433(****),-87.0608(****),25.0718(****),--,2.0244(),--,0.4669(****),0.0840(****),-0.0956(****),-0.0049(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0823(****),True,False,0.0764326230975012,159558
Model 595,--,--,-1.0289(****),-110.0416(****),12.7639(*),--,-1.4104(),--,0.1531(****),0.0872(****),-0.1698(****),-0.0152(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0728(****),False,True,0.05941720840806075,159558
Model 596,--,--,-0.6187(****),-15.4906(),1.0560(),--,1.7827(),--,0.3629(****),0.0656(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0737(****),True,True,0.046054643114542326,159558
Model 597,--,--,-1.5071(****),-231.4941(****),50.6408(****),--,--,1.0869(****),0.3215(****),0.1205(****),-0.1500(****),-0.0054(*),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0804(****),False,False,0.09094151880112034,159558
Model 598,--,--,-0.9923(****),-109.0592(****),24.9047(****),--,--,2.2117(****),0.4721(****),0.0821(****),-0.0963(****),-0.0048(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0845(****),True,False,0.0769148871864399,159558
Model 599,--,--,-1.0431(****),-125.0636(****),11.4475(*),--,--,1.6596(****),0.1558(****),0.0860(****),-0.1701(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0742(****),False,True,0.05970994010333219,159558
Model 600,--,--,-0.6679(****),-40.0333(*),0.4156(),--,--,2.6071(****),0.3677(****),0.0638(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0762(****),True,True,0.04673605304562867,159558
Model 601,--,--,-1.4438(****),-54.2453(****),--,-0.5419(),6.8108(***),--,0.3328(****),0.1220(****),-0.1489(****),-0.0049(*),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0865(****),False,False,0.09028705320361241,159558
Model 602,--,--,-0.9424(****),-13.7857(),--,1.3613(),4.1585(*),--,0.4750(****),0.0843(****),-0.0950(****),-0.0046(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0868(****),True,False,0.07631299869408814,159558
Model 603,--,--,-0.9955(****),-82.5422(****),--,2.0717(**),-1.0418(),--,0.1530(****),0.0869(****),-0.1700(****),-0.0153(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0756(****),False,True,0.059431639047157314,159558
Model 604,--,--,-0.6258(****),-32.0985(***),--,2.9986(****),1.1235(),--,0.3634(****),0.0655(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0755(****),True,True,0.046160558918951766,159558
Model 605,--,--,-1.4525(****),-53.9420(****),--,-0.8987(),--,1.1493(****),0.3413(****),0.1214(****),-0.1486(****),-0.0049(*),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0873(****),False,False,0.09035593070907577,159558
Model 606,--,--,-0.9829(****),-26.5419(**),--,0.2951(),--,2.2298(****),0.4807(****),0.0824(****),-0.0955(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0884(****),True,False,0.0767686672542145,159558
Model 607,--,--,-1.0159(****),-94.5294(****),--,1.1959(),--,1.5990(****),0.1563(****),0.0858(****),-0.1702(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.059696241649154436,159558
Model 608,--,--,-0.6709(****),-49.4399(****),--,1.7146(*),--,2.5013(****),0.3677(****),0.0639(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0772(****),True,True,0.04676984908988713,159558
Model 609,--,--,-1.4543(****),-67.0077(****),--,--,5.4864(**),1.0107(****),0.3370(****),0.1213(****),-0.1491(****),-0.0050(*),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0878(****),False,False,0.09038954488226769,159558
Model 610,--,--,-0.9839(****),-25.8945(**),--,--,1.2273(),2.2224(****),0.4799(****),0.0823(****),-0.0956(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0882(****),True,False,0.07676977162530618,159558
Model 611,--,--,-1.0196(****),-83.8353(****),--,--,-2.2431(),1.7021(****),0.1580(****),0.0856(****),-0.1700(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05968699168985492,159558
Model 612,--,--,-0.6639(****),-36.9626(****),--,--,-1.7446(),2.6420(****),0.3682(****),0.0638(****),-0.1102(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0763(****),True,True,0.046740289667188684,159558
Model 613,--,--,-1.4863(****),--,-4.2975(*),-2.5950(****),4.9620(*),--,0.3357(****),0.1210(****),-0.1482(****),-0.0048(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0830(****),False,False,0.09009043139852402,159558
Model 614,--,--,-0.9574(****),--,2.9333(),0.6281(),2.5813(),--,0.4735(****),0.0839(****),-0.0950(****),-0.0047(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0840(****),True,False,0.07631006671986185,159558
Model 615,--,--,-1.0108(****),--,-15.4164(****),-0.3396(),-0.6822(),--,0.1575(****),0.0862(****),-0.1694(****),-0.0152(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0746(****),False,True,0.05920606701038367,159558
Model 616,--,--,-0.6302(****),--,-4.4964(*),2.0127(**),0.9427(),--,0.3638(****),0.0653(****),-0.1098(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0744(****),True,True,0.046112184382407495,159558
Model 617,--,--,-1.4613(****),--,-4.4871(*),-2.6012(****),--,1.0999(****),0.3435(****),0.1189(****),-0.1465(****),-0.0047(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0838(****),False,False,0.09071688449540616,160738
Model 618,--,--,-0.9904(****),--,-0.7757(),-0.6187(),--,2.1255(****),0.4785(****),0.0808(****),-0.0948(****),-0.0045(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0859(****),True,False,0.0772704378539889,160738
Model 619,--,--,-1.0113(****),--,-18.8294(****),-1.2636(*),--,1.6441(****),0.1617(****),0.0834(****),-0.1682(****),-0.0155(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0759(****),False,True,0.05951967523312851,160738
Model 620,--,--,-0.6715(****),--,-9.5371(****),0.3340(),--,2.4892(****),0.3679(****),0.0624(****),-0.1095(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0767(****),True,True,0.04682446483235925,160738
Model 621,--,--,-1.4927(****),--,-8.2331(***),--,2.6259(),0.6580(**),0.3405(****),0.1207(****),-0.1480(****),-0.0047(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0846(****),False,False,0.09003608978109956,159558
Model 622,--,--,-0.9982(****),--,-1.2971(),--,0.0493(),2.0409(****),0.4796(****),0.0821(****),-0.0955(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0861(****),True,False,0.07671484459387623,159558
Model 623,--,--,-1.0170(****),--,-19.1793(****),--,-2.5390(),1.5057(****),0.1612(****),0.0849(****),-0.1695(****),-0.0156(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0760(****),False,True,0.05944725942312423,159558
Model 624,--,--,-0.6635(****),--,-8.8201(****),--,-1.4204(),2.5713(****),0.3690(****),0.0635(****),-0.1101(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0766(****),True,True,0.04671133681973105,159558
Model 625,--,--,-1.5270(****),--,--,-3.5561(****),2.2877(),0.8228(***),0.3387(****),0.1198(****),-0.1480(****),-0.0049(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0809(****),False,False,0.09013734717347044,159558
Model 626,--,--,-0.9964(****),--,--,-0.7303(),0.0423(),2.0858(****),0.4789(****),0.0820(****),-0.0956(****),-0.0046(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07672052819111286,159558
Model 627,--,--,-1.1231(****),--,--,-2.5180(****),-7.5956(***),1.2471(****),0.1640(****),0.0846(****),-0.1680(****),-0.0152(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0672(****),False,True,0.0590669730706912,159558
Model 628,--,--,-0.6906(****),--,--,0.0100(),-3.9697(),2.3279(****),0.3676(****),0.0635(****),-0.1099(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0725(****),True,True,0.04661983461842978,159558
Model 629,--,--,--,-370.6983(****),79.2692(****),6.9520(****),-3.5061(),--,0.3301(****),0.1211(****),-0.1492(****),-0.0039(),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0807(****),False,False,0.09019837335456538,159558
Model 630,--,--,--,-219.2109(****),52.0150(****),5.9343(****),-2.5562(),--,0.4722(****),0.0842(****),-0.0954(****),-0.0045(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0829(****),True,False,0.07630274547676508,159558
Model 631,--,--,--,-228.2575(****),35.9384(****),5.5339(****),-5.7984(**),--,0.1570(****),0.0866(****),-0.1697(****),-0.0145(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0733(****),False,True,0.05916485524535875,159558
Model 632,--,--,--,-126.7947(****),23.8332(***),5.0675(****),-2.0305(),--,0.3640(****),0.0656(****),-0.1100(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0739(****),True,True,0.04607087376088759,159558
Model 633,--,--,--,-352.8703(****),72.6453(****),5.8943(****),--,0.6484(**),0.3328(****),0.1204(****),-0.1494(****),-0.0040(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0817(****),False,False,0.09022545735031295,159558
Model 634,--,--,--,-190.7642(****),40.7300(****),3.8862(****),--,1.8514(****),0.4773(****),0.0825(****),-0.0961(****),-0.0043(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0851(****),True,False,0.07661566851754531,159558
Model 635,--,--,--,-194.9036(****),23.4815(***),3.5064(***),--,1.4136(****),0.1611(****),0.0853(****),-0.1699(****),-0.0149(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0750(****),False,True,0.05932556313298132,159558
Model 636,--,--,--,-94.0112(***),10.7058(),2.6251(**),--,2.3698(****),0.3692(****),0.0638(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0765(****),True,True,0.046597067552886506,159558
Model 637,--,--,--,-228.6292(****),47.1529(****),--,0.4962(),0.9919(****),0.3443(****),0.1200(****),-0.1486(****),-0.0038(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0820(****),False,False,0.08998752787864872,159558
Model 638,--,--,--,-111.9605(****),25.1714(****),--,-1.6933(),2.1493(****),0.4818(****),0.0822(****),-0.0957(****),-0.0042(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07651636097097869,159558
Model 639,--,--,--,-122.0582(****),10.0411(),--,-3.6545(),1.6816(****),0.1669(****),0.0847(****),-0.1694(****),-0.0149(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0748(****),False,True,0.059256679777953236,159558
Model 640,--,--,--,-41.0582(*),0.5513(),--,-2.2058(),2.5926(****),0.3711(****),0.0634(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0765(****),True,True,0.04655494272275862,159558
Model 641,--,--,--,-69.6306(****),--,-0.7667(),5.1596(*),0.9757(****),0.3587(****),0.1207(****),-0.1477(****),-0.0035(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0884(****),False,False,0.08950559355164844,159558
Model 642,--,--,--,-30.1614(**),--,0.1727(),0.7680(),2.1247(****),0.4890(****),0.0824(****),-0.0952(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0891(****),True,False,0.07637480756542236,159558
Model 643,--,--,--,-98.9669(****),--,1.5516(*),-3.2252(),1.5938(****),0.1664(****),0.0846(****),-0.1696(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0769(****),False,True,0.059261917358854554,159558
Model 644,--,--,--,-49.8069(****),--,1.7185(*),-2.4512(),2.4913(****),0.3712(****),0.0635(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0775(****),True,True,0.046588748167719296,159558
Model 645,--,--,--,--,-8.3357(***),-3.0876(****),3.9501(),0.8500(***),0.3629(****),0.1198(****),-0.1468(****),-0.0034(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0853(****),False,False,0.08923385890243907,159558
Model 646,--,--,--,--,-1.6798(),-0.8472(),-0.0307(),2.0282(****),0.4885(****),0.0821(****),-0.0951(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0869(****),True,False,0.07631794134822423,159558
Model 647,--,--,--,--,-20.1580(****),-1.1994(),-2.2212(),1.5886(****),0.1716(****),0.0838(****),-0.1690(****),-0.0149(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.05901963035777158,159558
Model 648,--,--,--,--,-9.7817(****),0.3749(),-1.8936(),2.4873(****),0.3721(****),0.0631(****),-0.1101(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0771(****),True,True,0.046528369567579775,159558
Model 649,2.7681(****),1.3710(****),-1.7119(****),-207.4527(****),42.8432(****),--,--,--,0.2890(****),0.1194(****),-0.1531(****),-0.0073(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0796(****),False,False,0.09188317051899453,159558
Model 650,2.0230(****),0.8277(****),-1.1156(****),-83.1630(****),21.1339(****),--,--,--,0.4517(****),0.0830(****),-0.0973(****),-0.0059(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0822(****),True,False,0.07691713654720844,159558
Model 651,0.2073(),0.9841(****),-1.1866(****),-108.4504(****),9.4697(),--,--,--,0.1493(****),0.0880(****),-0.1710(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0727(****),False,True,0.059675267134044474,159558
Model 652,0.0778(),0.6773(****),-0.7398(****),-17.2515(),0.1356(),--,--,--,0.3622(****),0.0661(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0734(****),True,True,0.04617461647664378,159558
Model 653,2.9536(****),1.5172(****),-1.6913(****),-53.7145(****),--,-1.3694(),--,--,0.3030(****),0.1200(****),-0.1522(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0849(****),False,False,0.09148497318650961,159558
Model 654,2.0638(****),0.8827(****),-1.1197(****),-16.9374(),--,0.7270(),--,--,0.4586(****),0.0832(****),-0.0968(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0858(****),True,False,0.07681857044449247,159558
Model 655,0.1313(),0.9813(****),-1.1589(****),-88.2601(****),--,1.6283(*),--,--,0.1494(****),0.0878(****),-0.1712(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0748(****),False,True,0.05968568975568611,159558
Model 656,-0.0539(),0.6360(****),-0.7375(****),-35.8194(****),--,2.8055(****),--,--,0.3627(****),0.0660(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0750(****),True,True,0.04626658910708359,159558
Model 657,2.8794(****),1.4760(****),-1.6831(****),-68.0829(****),--,--,3.3653(),--,0.3014(****),0.1200(****),-0.1525(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0858(****),False,False,0.09147980664523914,159558
Model 658,2.0708(****),0.8766(****),-1.1191(****),-14.0547(),--,--,1.8379(),--,0.4573(****),0.0831(****),-0.0970(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0853(****),True,False,0.07681727122340465,159558
Model 659,0.2158(),1.0133(****),-1.1724(****),-74.7689(****),--,--,-1.4518(),--,0.1508(****),0.0878(****),-0.1710(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0739(****),False,True,0.059657784867442,159558
