dependents:c2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 818,--,0.7927(****),-1.1294(****),--,-2.6617(),-0.9317(),--,1.9458(****),0.4733(****),0.0809(****),-0.0961(****),-0.0048(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0852(****),True,False,0.0774354630248465,160738
Model 819,--,0.9183(****),-1.1622(****),--,-20.0239(****),-1.5768(**),--,1.4220(****),0.1583(****),0.0844(****),-0.1693(****),-0.0159(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0752(****),False,True,0.059738703926675574,160738
Model 820,--,0.4655(**),-0.7571(****),--,-10.5200(****),0.1343(),--,2.3946(****),0.3672(****),0.0629(****),-0.1099(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0765(****),True,True,0.0468820124250523,160738
Model 821,--,1.5482(****),-1.7154(****),--,-10.7473(****),--,1.2357(),0.3137(),0.3271(****),0.1207(****),-0.1507(****),-0.0056(*),0.0001(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0834(****),False,False,0.09063661621338803,159558
Model 822,--,0.7826(****),-1.1283(****),--,-3.0156(),--,-0.8258(),1.8777(****),0.4752(****),0.0822(****),-0.0965(****),-0.0048(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07687261455166128,159558
Model 823,--,0.8877(****),-1.1528(****),--,-20.4052(****),--,-3.0873(),1.3033(****),0.1581(****),0.0858(****),-0.1705(****),-0.0159(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0754(****),False,True,0.05964814310786104,159558
Model 824,--,0.4888(**),-0.7490(****),--,-9.8289(****),--,-1.8558(),2.4746(****),0.3684(****),0.0640(****),-0.1105(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0764(****),True,True,0.04677394477859853,159558
Model 825,--,1.5308(****),-1.7587(****),--,--,-4.0111(****),0.3100(),0.4654(),0.3248(****),0.1196(****),-0.1506(****),-0.0057(*),0.0001(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0785(****),False,False,0.09072919151701353,159558
Model 826,--,0.7761(****),-1.1275(****),--,--,-1.0374(),-1.1731(),1.9117(****),0.4738(****),0.0820(****),-0.0967(****),-0.0048(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0841(****),True,False,0.07687766398653695,159558
Model 827,--,0.8013(****),-1.2516(****),--,--,-2.7864(****),-8.2800(****),1.0628(****),0.1614(****),0.0854(****),-0.1689(****),-0.0155(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0662(****),False,True,0.05923114381846384,159558
Model 828,--,0.4036(**),-0.7628(****),--,--,-0.1675(),-4.4736(*),2.2448(****),0.3669(****),0.0638(****),-0.1102(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0719(****),True,True,0.046662854851905466,159558
Model 829,--,0.9895(****),--,-346.6214(****),71.6272(****),6.0119(****),-3.9546(),--,0.3265(****),0.1208(****),-0.1506(****),-0.0043(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0805(****),False,False,0.09045178332330939,159558
Model 830,--,0.5149(***),--,-207.9989(****),48.1700(****),5.4222(****),-2.9722(),--,0.4709(****),0.0842(****),-0.0961(****),-0.0046(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0828(****),True,False,0.0763735975804759,159558
Model 831,--,0.5989(****),--,-215.2417(****),31.7924(****),4.9850(****),-5.9420(**),--,0.1568(****),0.0869(****),-0.1703(****),-0.0147(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0732(****),False,True,0.059259938482717045,159558
Model 832,--,0.3621(*),--,-119.5875(****),21.3314(**),4.7146(****),-2.2502(),--,0.3640(****),0.0658(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0739(****),True,True,0.04610663789507985,159558
Model 833,--,0.9451(****),--,-329.9871(****),65.5813(****),5.1042(****),--,0.4549(),0.3283(****),0.1203(****),-0.1508(****),-0.0043(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0813(****),False,False,0.0904531084411,159558
Model 834,--,0.3867(**),--,-182.0317(****),37.8250(****),3.5300(***),--,1.7785(****),0.4760(****),0.0825(****),-0.0966(****),-0.0044(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0850(****),True,False,0.07665525520788552,159558
Model 835,--,0.4917(**),--,-184.7756(****),20.3530(**),3.1250(***),--,1.3156(****),0.1606(****),0.0857(****),-0.1704(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0748(****),False,True,0.059388693077711774,159558
Model 836,--,0.2197(),--,-89.5971(***),9.2141(),2.4288(**),--,2.3328(****),0.3691(****),0.0640(****),-0.1105(****),-0.0124(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0765(****),True,True,0.0466101244770184,159558
Model 837,--,1.0598(****),--,-222.1915(****),43.5553(****),--,-0.4293(),0.7366(**),0.3380(****),0.1199(****),-0.1502(****),-0.0043(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0815(****),False,False,0.09027798330453551,159558
Model 838,--,0.4811(**),--,-110.7962(****),23.7591(****),--,-2.2468(),2.0395(****),0.4799(****),0.0823(****),-0.0964(****),-0.0043(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0851(****),True,False,0.07657857760145692,159558
Model 839,--,0.5699(***),--,-119.9288(****),8.5461(),--,-4.0205(),1.5465(****),0.1659(****),0.0851(****),-0.1700(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0746(****),False,True,0.059342695144821156,159558
Model 840,--,0.2869(),--,-40.8918(*),-0.1369(),--,-2.4850(),2.5319(****),0.3709(****),0.0637(****),-0.1104(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0764(****),True,True,0.04657756464232776,159558
Model 841,--,1.1892(****),--,-74.6532(****),--,-0.9223(),3.7759(),0.7026(**),0.3504(****),0.1205(****),-0.1496(****),-0.0040(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0871(****),False,False,0.08987466570884262,159558
Model 842,--,0.5383(***),--,-33.3585(***),--,0.0583(),0.0098(),2.0095(****),0.4864(****),0.0825(****),-0.0959(****),-0.0041(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0885(****),True,False,0.07645310705503205,159558
Model 843,--,0.5768(***),--,-101.0680(****),--,1.4428(*),-3.6944(),1.4637(****),0.1653(****),0.0850(****),-0.1702(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.05935041102297989,159558
Model 844,--,0.2687(),--,-51.3362(****),--,1.6482(*),-2.7597(),2.4388(****),0.3710(****),0.0637(****),-0.1104(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0773(****),True,True,0.04660863024934214,159558
Model 845,--,1.1829(****),--,--,-10.3617(****),-3.3161(****),2.9755(),0.5980(*),0.3552(****),0.1198(****),-0.1488(****),-0.0038(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0844(****),False,False,0.0895958668468636,159558
Model 846,--,0.5147(***),--,--,-2.7860(),-1.0151(),-0.5803(),1.9288(****),0.4863(****),0.0822(****),-0.0958(****),-0.0041(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0865(****),True,False,0.07638880209814713,159558
Model 847,--,0.6170(****),--,--,-21.0719(****),-1.3477(*),-2.5531(),1.4588(****),0.1705(****),0.0843(****),-0.1696(****),-0.0151(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0761(****),False,True,0.05912022479339896,159558
Model 848,--,0.2831(),--,--,-10.3555(****),0.2701(),-2.1327(),2.4375(****),0.3719(****),0.0634(****),-0.1103(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0770(****),True,True,0.04655024514452322,159558
Model 849,--,--,-1.4928(****),-372.1667(****),82.2555(****),6.9526(****),-3.1663(),--,0.3068(****),0.1216(****),-0.1506(****),-0.0055(*),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0791(****),False,False,0.09113534666868839,159558
Model 850,--,--,-0.9756(****),-223.4526(****),53.8965(****),6.2444(****),-2.2560(),--,0.4627(****),0.0842(****),-0.0959(****),-0.0050(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0819(****),True,False,0.07669144712693077,159558
Model 851,--,--,-1.0331(****),-233.7938(****),39.3190(****),5.5844(****),-5.5052(*),--,0.1467(****),0.0878(****),-0.1702(****),-0.0152(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0724(****),False,True,0.059627484860639846,159558
Model 852,--,--,-0.6499(****),-132.0145(****),25.7687(***),5.3007(****),-1.7975(),--,0.3608(****),0.0660(****),-0.1100(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0735(****),True,True,0.04624822551242669,159558
Model 853,--,--,-1.5053(****),-354.8135(****),75.7208(****),5.8658(****),--,0.7373(**),0.3098(****),0.1209(****),-0.1508(****),-0.0055(*),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0801(****),False,False,0.09117747857628522,159558
Model 854,--,--,-1.0121(****),-195.4109(****),42.6714(****),4.1739(****),--,1.9303(****),0.4677(****),0.0824(****),-0.0966(****),-0.0049(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0841(****),True,False,0.07703357695867741,159558
Model 855,--,--,-1.0468(****),-201.2391(****),27.1247(****),3.5734(****),--,1.4420(****),0.1508(****),0.0866(****),-0.1704(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0741(****),False,True,0.059800570480466164,159558
Model 856,--,--,-0.6846(****),-99.8801(***),12.8200(*),2.8630(**),--,2.4111(****),0.3659(****),0.0642(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0761(****),True,True,0.04679378032599035,159558
Model 857,--,--,-1.5075(****),-231.0186(****),50.2145(****),--,0.7391(),1.0755(****),0.3211(****),0.1205(****),-0.1500(****),-0.0054(*),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0805(****),False,False,0.09094224937353113,159558
Model 858,--,--,-0.9907(****),-110.3092(****),25.6510(****),--,-1.3043(),2.2378(****),0.4726(****),0.0821(****),-0.0962(****),-0.0048(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0844(****),True,False,0.07691709547254166,159558
Model 859,--,--,-1.0400(****),-126.7774(****),13.2095(*),--,-3.3537(),1.7093(****),0.1567(****),0.0859(****),-0.1700(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0740(****),False,True,0.05972541764848838,159558
Model 860,--,--,-0.6649(****),-41.6454(*),1.4266(),--,-1.8748(),2.6424(****),0.3680(****),0.0638(****),-0.1102(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0761(****),True,True,0.04674075013198453,159558
Model 861,--,--,-1.4603(****),-60.3088(****),--,-1.0798(),5.7531(**),1.0701(****),0.3372(****),0.1211(****),-0.1491(****),-0.0050(*),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0871(****),False,False,0.09040238150415825,159558
Model 862,--,--,-0.9846(****),-27.5676(**),--,0.2732(),1.1866(),2.2065(****),0.4800(****),0.0823(****),-0.0956(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0883(****),True,False,0.07677059904149475,159558
Model 863,--,--,-1.0107(****),-91.8669(****),--,1.2857(),-2.5989(),1.6334(****),0.1570(****),0.0857(****),-0.1701(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.05970587233693736,159558
Model 864,--,--,-0.6667(****),-47.7512(****),--,1.7574(*),-2.0455(),2.5387(****),0.3682(****),0.0638(****),-0.1102(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0772(****),True,True,0.04677570896215355,159558
Model 865,--,--,-1.4991(****),--,-5.8230(**),-3.1789(****),4.2580(*),0.9368(****),0.3400(****),0.1203(****),-0.1483(****),-0.0049(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0837(****),False,False,0.09017804640854843,159558
Model 866,--,--,-0.9944(****),--,-0.8886(),-0.6880(),0.2847(),2.1051(****),0.4792(****),0.0820(****),-0.0956(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0860(****),True,False,0.0767214046135587,159558
Model 867,--,--,-1.0216(****),--,-18.1450(****),-1.3056(*),-1.8389(),1.6176(****),0.1618(****),0.0850(****),-0.1695(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0756(****),False,True,0.059472129540398266,159558
Model 868,--,--,-0.6653(****),--,-9.1002(****),0.4552(),-1.5854(),2.5286(****),0.3691(****),0.0635(****),-0.1101(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0767(****),True,True,0.04671431003684412,159558
Model 869,--,--,--,-366.4832(****),77.1684(****),6.4215(****),-3.9258(),0.6780(**),0.3337(****),0.1206(****),-0.1492(****),-0.0040(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0813(****),False,False,0.09024416303126581,159558
Model 870,--,--,--,-205.2727(****),45.3476(****),4.3863(****),-4.3455(*),1.9048(****),0.4784(****),0.0826(****),-0.0959(****),-0.0043(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0849(****),True,False,0.07663848532251716,159558
Model 871,--,--,--,-216.7573(****),30.7674(****),4.3720(****),-6.6079(**),1.4590(****),0.1615(****),0.0853(****),-0.1697(****),-0.0149(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0744(****),False,True,0.05938034612971932,159558
Model 872,--,--,--,-107.1103(***),14.8887(*),3.0849(**),-4.0524(),2.4149(****),0.3696(****),0.0638(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0763(****),True,True,0.046617538085318766,159558
Model 873,2.5711(****),1.2682(****),-1.6977(****),-295.5143(****),60.6153(****),4.0257(****),--,--,0.2839(****),0.1196(****),-0.1535(****),-0.0073(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0796(****),False,False,0.0919946813842013,159558
Model 874,1.8059(****),0.7156(****),-1.1201(****),-176.0315(****),40.0141(****),4.3284(****),--,--,0.4496(****),0.0832(****),-0.0975(****),-0.0059(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0822(****),True,False,0.07704625330094228,159558
Model 875,0.0162(),0.8859(****),-1.1738(****),-195.9856(****),27.1904(****),3.9945(****),--,--,0.1448(****),0.0884(****),-0.1713(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0727(****),False,True,0.05978969233162812,159558
Model 876,-0.1488(),0.5601(***),-0.7456(****),-115.9911(****),20.2403(**),4.5972(****),--,--,0.3605(****),0.0664(****),-0.1105(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0734(****),True,True,0.04632597907703728,159558
Model 877,2.7709(****),1.3735(****),-1.7119(****),-207.6548(****),43.0946(****),--,-0.4560(),--,0.2892(****),0.1194(****),-0.1531(****),-0.0073(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0796(****),False,False,0.09188345149198474,159558
Model 878,2.0241(****),0.8285(****),-1.1155(****),-83.2594(****),21.2051(****),--,-0.1293(),--,0.4517(****),0.0830(****),-0.0973(****),-0.0059(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0822(****),True,False,0.07691715862250204,159558
Model 879,0.2190(),0.9943(****),-1.1860(****),-109.3041(****),10.6747(*),--,-2.3239(),--,0.1498(****),0.0880(****),-0.1710(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0725(****),False,True,0.05968278818801909,159558
Model 880,0.0699(),0.6718(****),-0.7405(****),-16.5711(),-0.3837(),--,0.9738(),--,0.3621(****),0.0661(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0735(****),True,True,0.04617590458825638,159558
Model 881,2.7115(****),1.3168(****),-1.7118(****),-213.7593(****),43.0504(****),--,--,0.5698(*),0.2917(****),0.1190(****),-0.1531(****),-0.0073(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0802(****),False,False,0.091916365805495,159558
Model 882,1.8479(****),0.6662(****),-1.1305(****),-101.5657(****),20.7268(****),--,--,1.9257(****),0.4574(****),0.0814(****),-0.0978(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0843(****),True,False,0.07727723054149427,159558
Model 883,-0.0057(),0.8498(****),-1.1729(****),-122.2213(****),9.3466(),--,--,1.4547(****),0.1529(****),0.0868(****),-0.1711(****),-0.0159(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0738(****),False,True,0.05989417423831456,159558
Model 884,-0.2203(),0.4849(**),-0.7478(****),-39.5362(*),-0.8234(),--,--,2.5207(****),0.3673(****),0.0643(****),-0.1107(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0759(****),True,True,0.04679897466270477,159558
Model 885,2.9282(****),1.4912(****),-1.6931(****),-58.1206(****),--,-1.5034(*),3.7893(),--,0.3009(****),0.1198(****),-0.1525(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0849(****),False,False,0.09150516859277336,159558
Model 886,2.0473(****),0.8690(****),-1.1202(****),-18.5506(*),--,0.6861(),1.7034(),--,0.4579(****),0.0832(****),-0.0969(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0857(****),True,False,0.07682258634814654,159558
Model 887,0.1378(),0.9912(****),-1.1563(****),-86.0906(****),--,1.7051(*),-1.9825(),--,0.1499(****),0.0878(****),-0.1711(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0748(****),False,True,0.05969133618456823,159558
Model 888,-0.0563(),0.6338(****),-0.7378(****),-36.1297(****),--,2.7966(****),0.3389(),--,0.3627(****),0.0660(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0750(****),True,True,0.04626675189621243,159558
Model 889,2.9028(****),1.4620(****),-1.6931(****),-57.7037(****),--,-1.6806(*),--,0.6272(**),0.3061(****),0.1195(****),-0.1522(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0853(****),False,False,0.09152411138386873,159558
Model 890,1.9199(****),0.7300(****),-1.1331(****),-30.4967(***),--,-0.2263(),--,1.9492(****),0.4635(****),0.0815(****),-0.0973(****),-0.0055(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0872(****),True,False,0.07717723243309216,159558
Model 891,-0.0442(),0.8607(****),-1.1518(****),-97.4267(****),--,0.9861(),--,1.4056(****),0.1533(****),0.0867(****),-0.1712(****),-0.0160(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0755(****),False,True,0.059885249211004576,159558
Model 892,-0.2872(),0.4657(**),-0.7466(****),-52.5538(****),--,1.6521(*),--,2.4266(****),0.3673(****),0.0643(****),-0.1107(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0767(****),True,True,0.04682985360059233,159558
Model 893,2.8346(****),1.4329(****),-1.6828(****),-72.2728(****),--,--,2.8776(),0.4955(*),0.3042(****),0.1197(****),-0.1524(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0863(****),False,False,0.09150457683238844,159558
Model 894,1.9189(****),0.7329(****),-1.1332(****),-31.2665(***),--,--,-0.6851(),1.9489(****),0.4640(****),0.0816(****),-0.0972(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0874(****),True,False,0.07717730450050131,159558
Model 895,0.0040(),0.8830(****),-1.1571(****),-87.3408(****),--,--,-2.9321(),1.4972(****),0.1549(****),0.0865(****),-0.1710(****),-0.0160(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0749(****),False,True,0.059886488013462635,159558
Model 896,-0.2067(),0.4952(**),-0.7462(****),-40.2729(****),--,--,-2.2168(),2.5596(****),0.3677(****),0.0642(****),-0.1106(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0759(****),True,True,0.046805666141772395,159558
Model 897,3.0144(****),1.4729(****),-1.7228(****),--,-7.2025(***),-3.5004(****),2.7597(),--,0.3040(****),0.1190(****),-0.1518(****),-0.0071(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0824(****),False,False,0.09131843890636848,159558
Model 898,2.0633(****),0.8307(****),-1.1249(****),--,0.5541(),-0.0660(),0.6946(),--,0.4572(****),0.0828(****),-0.0968(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0836(****),True,False,0.0767999113644462,159558
Model 899,0.2494(),1.0158(****),-1.1733(****),--,-16.9291(****),-0.7728(),-1.3528(),--,0.1541(****),0.0871(****),-0.1706(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0741(****),False,True,0.05948175938484024,159558
Model 900,-0.0157(),0.6287(****),-0.7404(****),--,-5.8474(**),1.7324(**),0.3634(),--,0.3631(****),0.0658(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0742(****),True,True,0.04621590920259244,159558
Model 901,2.9966(****),1.4454(****),-1.7237(****),--,-7.1154(***),-3.5822(****),--,0.5127(*),0.3068(****),0.1172(****),-0.1505(****),-0.0070(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0827(****),False,False,0.09196643649596958,160738
Model 902,1.9018(****),0.6876(****),-1.1486(****),--,-2.8835(),-1.3020(*),--,1.8319(****),0.4619(****),0.0801(****),-0.0966(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07767113075647447,160738
Model 903,0.1253(),0.9123(****),-1.1643(****),--,-19.9782(****),-1.6004(**),--,1.4112(****),0.1580(****),0.0845(****),-0.1693(****),-0.0159(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0753(****),False,True,0.05973965244275181,160738
Model 904,-0.2319(),0.4749(**),-0.7516(****),--,-10.5462(****),0.1861(),--,2.4118(****),0.3676(****),0.0628(****),-0.1099(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0764(****),True,True,0.0468854137724789,160738
Model 905,2.8960(****),1.3970(****),-1.7101(****),--,-10.7299(****),--,0.5511(),0.1698(),0.3083(****),0.1191(****),-0.1514(****),-0.0068(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0838(****),False,False,0.09114113421720194,159558
Model 906,1.9282(****),0.6958(****),-1.1401(****),--,-3.2337(),--,-1.5503(),1.7839(****),0.4645(****),0.0814(****),-0.0970(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0858(****),True,False,0.07710731139689775,159558
Model 907,0.0301(),0.8865(****),-1.1532(****),--,-20.3987(****),--,-3.0913(),1.3009(****),0.1580(****),0.0859(****),-0.1705(****),-0.0159(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0754(****),False,True,0.05964819641603425,159558
Model 908,-0.2058(),0.4957(**),-0.7451(****),--,-9.8408(****),--,-1.7979(),2.4888(****),0.3687(****),0.0639(****),-0.1105(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0763(****),True,True,0.04677655265919567,159558
Model 909,2.9935(****),1.3794(****),-1.7534(****),--,--,-4.2860(****),-0.1755(),0.3455(),0.3054(****),0.1180(****),-0.1513(****),-0.0070(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0790(****),False,False,0.09126713708934309,159558
Model 910,1.9598(****),0.6913(****),-1.1389(****),--,--,-1.2946(*),-1.8481(),1.8377(****),0.4627(****),0.0812(****),-0.0971(****),-0.0056(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0843(****),True,False,0.0771192290743059,159558
Model 911,0.2108(),0.7940(****),-1.2540(****),--,--,-2.8109(****),-8.2717(****),1.0495(****),0.1610(****),0.0855(****),-0.1689(****),-0.0155(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0663(****),False,True,0.05923374541642612,159558
Model 912,-0.1900(),0.4091(**),-0.7592(****),--,--,-0.1374(),-4.4383(*),2.2545(****),0.3672(****),0.0638(****),-0.1102(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0719(****),True,True,0.046665065245419135,159558
Model 913,2.5729(****),0.8714(****),--,-316.4125(****),64.6051(****),4.9173(****),-3.8704(),--,0.3125(****),0.1193(****),-0.1510(****),-0.0054(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0812(****),False,False,0.09084349585476714,159558
Model 914,1.7701(****),0.4441(**),--,-188.2490(****),43.4522(****),4.6514(****),-3.2175(),--,0.4621(****),0.0833(****),-0.0965(****),-0.0052(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0832(****),True,False,0.0765681524798586,159558
Model 915,-0.0973(),0.6028(****),--,-216.0876(****),31.9725(****),5.0235(****),-5.9485(**),--,0.1569(****),0.0869(****),-0.1703(****),-0.0147(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0731(****),False,True,0.05926049064494665,159558
Model 916,-0.2369(),0.3701(*),--,-121.5705(****),21.7762(**),4.8114(****),-2.2240(),--,0.3643(****),0.0658(****),-0.1103(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0738(****),True,True,0.04611006520702521,159558
Model 917,2.5532(****),0.8356(****),--,-300.9040(****),59.0123(****),4.1047(****),--,0.3598(),0.3139(****),0.1188(****),-0.1512(****),-0.0054(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0819(****),False,False,0.09083796448258985,159558
Model 918,1.6765(****),0.3225(*),--,-163.0376(****),33.3257(****),2.8191(**),--,1.7230(****),0.4674(****),0.0817(****),-0.0969(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0853(****),True,False,0.07682956308774713,159558
